,bond_daily_return,AAPL,JNJ,PG,TSLA,NVDA,MRNA,BA,SHOP,NEM,SPG,DIS
2022-09-29,0.00014648038601405844,140.61,163.475,127.793,268.21,12.208,118.07,125.33,26.77,41.2726,87.7824,97.45
2022-09-30,0.0001491569971134865,136.385,162.312,125.36,265.25,12.127,118.25,121.08,26.94,41.5394,88.393,94.33
2022-10-03,0.0001430363848669014,140.58,162.153,127.604,242.4,12.4997,120.99,126.05,27.76,43.1998,89.6044,97.13
2022-10-04,0.0001411217638764839,144.182,164.558,129.183,249.44,13.154,125.67,133.51,31.53,44.0102,94.4205,101.44
2022-10-05,0.00014648038601405844,144.477,164.051,128.29,240.81,13.196,125.62,132.11,30.83,43.3876,94.322,100.8
2022-10-06,0.0001491569971134865,143.522,160.872,125.589,238.13,13.117,125.15,132.2,30.06,44.366,93.2485,100.04
2022-10-07,0.0001514498050398938,138.252,159.173,123.394,223.07,12.0641,119.32,129.79,27.21,42.1028,91.1408,97.16
2022-10-11,0.0001529776110411607,137.154,161.686,123.355,216.5,11.5745,120.72,131.57,25.67,41.3319,93.3864,93.1
2022-10-12,0.0001522137812646207,136.524,161.647,123.553,217.24,11.4888,130.72,130.42,25.99,41.4208,92.2636,93.41
2022-10-13,0.00015450483147461114,141.112,164.091,125.42,221.72,11.9482,134.72,132.4,26.24,41.1342,94.3811,96.64
2022-10-14,0.0001556498627912628,136.563,163.405,124.199,204.99,11.2159,134.0,133.15,26.06,40.2645,94.4106,94.45
2022-10-17,0.00015641303424662745,140.54,165.522,126.443,219.35,11.8764,139.25,136.09,27.76,40.8278,97.6509,97.33
2022-10-18,0.00015603146678988544,141.862,164.945,127.465,220.19,11.9552,134.09,137.34,28.73,41.2133,97.1683,98.48
2022-10-19,0.00016098899601502126,141.972,163.634,128.647,222.04,12.0392,123.52,138.39,28.35,39.8988,96.5478,98.99
2022-10-20,0.0001647982873829168,141.508,164.051,126.99,207.28,12.182,118.38,139.13,29.73,40.6598,96.8236,98.59
2022-10-21,0.00016365588229105832,145.335,167.628,128.58,214.44,12.4537,128.32,141.32,29.75,41.8754,99.5123,102.04
2022-10-24,0.00016517901630885845,147.488,169.883,129.37,211.25,12.5867,133.02,142.05,28.75,41.5888,100.842,101.72
2022-10-25,0.00015946425923552,150.339,169.615,130.86,222.415,13.2479,136.57,146.65,29.83,42.2214,104.24,104.36
2022-10-26,0.00015717605956244718,147.39,171.106,131.78,224.64,12.8833,142.0,133.79,29.06,43.2591,103.934,104.63
2022-10-27,0.00015412308123874396,142.901,171.205,131.88,225.09,13.163,144.11,139.76,34.1,42.5574,104.781,104.44
2022-10-28,0.00015641303424662745,153.696,173.749,135.22,228.52,13.8206,150.97,143.84,34.19,42.3597,107.313,105.95
2022-10-31,0.00015946425923552,151.326,172.854,134.67,227.54,13.4837,150.33,142.51,34.23,41.826,107.332,106.54
2022-11-01,0.0001583203236481534,148.674,171.98,134.88,227.82,13.5297,154.62,143.38,34.79,41.2231,112.119,106.0
2022-11-02,0.00015946425923552,143.125,169.337,132.94,214.98,13.206,148.62,147.41,33.51,39.0686,109.922,101.82
2022-11-03,0.00016098899601502126,137.056,169.625,132.03,215.31,13.4079,147.5,156.75,33.74,37.3489,110.878,99.25
2022-11-04,0.00016213216584137768,136.79,170.38,134.44,207.47,14.142,158.41,160.01,32.15,40.5116,113.823,99.58
2022-11-07,0.00016403672038101114,137.323,171.871,136.5,197.08,14.2868,164.04,164.91,32.24,40.8377,115.103,100.43
2022-11-08,0.00016098899601502126,137.895,172.725,136.81,191.3,14.5877,164.61,169.62,32.8,43.2393,113.675,99.9
2022-11-09,0.00016022670055493293,133.319,171.344,136.48,177.59,13.7627,163.21,168.74,30.9,42.8242,111.213,86.75
2022-11-10,0.0001487747341608614,145.182,173.351,141.18,190.72,15.7346,168.56,177.58,36.51,45.8683,118.225,90.46
2022-11-14,0.00015106776199180771,146.577,170.808,140.98,190.95,16.279,179.03,173.55,38.4,45.7497,115.753,94.28
2022-11-15,0.00014801009822229538,148.315,171.284,140.49,194.42,16.6496,185.47,175.35,40.02,45.1567,118.343,95.51
2022-11-16,0.0001430363848669014,147.079,172.348,141.74,186.92,15.8944,185.25,172.69,38.51,44.959,113.842,93.95
2022-11-17,0.0001468628691252416,148.987,173.739,140.87,183.17,15.6616,183.9,172.78,37.72,44.1486,114.039,91.45
2022-11-18,0.0001487747341608614,149.551,175.07,142.57,180.19,15.3938,181.59,173.89,36.59,44.6032,116.117,91.8
2022-11-21,0.0001491569971134865,146.308,175.97,144.38,167.87,15.3019,176.75,172.94,35.21,44.4747,115.408,97.58
2022-11-22,0.00014648038601405844,148.454,176.82,145.62,169.91,16.0222,179.59,172.5,35.28,45.5916,117.575,96.21
2022-11-23,0.0001445674195510449,149.336,177.01,146.45,183.2,16.5027,176.81,174.85,36.77,45.7102,117.802,98.88
2022-11-25,0.00014341919869242936,146.408,177.24,146.72,182.86,16.254,176.4,178.36,36.79,45.3148,118.875,98.87
2022-11-28,0.000143801975743596,142.562,177.33,146.6,182.92,15.8115,175.38,171.83,38.03,43.8027,114.01,95.69
2022-11-29,0.00014609786618535736,139.547,176.09,145.48,180.83,15.6236,173.15,175.32,37.15,45.2259,115.684,94.69
2022-11-30,0.00014341919869242936,146.328,178.0,149.16,194.7,16.9106,175.91,178.88,40.88,46.9159,117.634,97.87
2022-12-01,0.0001376731260351871,146.606,178.74,149.25,194.7,17.1225,181.48,175.78,43.4,48.0031,117.211,98.59
2022-12-02,0.00013690635656438133,146.111,178.88,150.61,194.86,16.8637,182.35,182.87,43.06,48.1019,117.536,99.43
2022-12-05,0.00014035565781189696,144.945,178.78,149.09,182.45,16.5979,175.93,185.1,40.79,46.9159,115.911,95.93
2022-12-06,0.00013690635656438133,141.268,176.1,149.28,179.82,15.9754,173.54,178.43,38.97,46.57,116.472,92.29
2022-12-07,0.00013345406682074845,139.319,177.17,150.24,174.04,16.1083,179.0,176.5,38.49,47.19,117.25,92.15
2022-12-08,0.00013575592562764527,141.01,177.2,151.32,173.44,17.1565,184.7,179.08,38.64,47.12,117.12,92.55
2022-12-09,0.0001392062224645496,140.526,175.74,150.92,179.05,16.9885,177.35,179.54,38.38,46.4,116.75,93.38
2022-12-12,0.0001407387292562401,142.831,177.84,152.47,167.82,17.5224,165.13,186.27,38.38,46.4,118.62,94.66
2022-12-13,0.00013690635656438133,143.797,179.21,152.24,160.95,18.0589,197.54,187.13,38.78,47.15,120.24,94.7
2022-12-14,0.00013613943951340524,141.563,179.76,152.84,156.8,17.6611,208.95,188.25,38.24,47.11,119.71,94.15
2022-12-15,0.00013422150085018458,134.93,177.49,151.11,157.67,16.9396,207.25,183.72,36.39,45.57,118.21,90.49
2022-12-16,0.00013575592562764527,132.965,175.67,150.44,150.23,16.5589,193.29,184.7,36.09,46.14,116.32,90.08
2022-12-19,0.0001392062224645496,130.848,175.48,150.4,149.87,16.2422,189.89,185.68,35.5,45.6,115.62,85.78
2022-12-20,0.000143801975743596,130.779,175.67,150.46,137.8,16.0733,201.16,188.29,35.99,47.62,115.66,87.02
2022-12-21,0.00014341919869242936,133.895,177.68,151.84,137.57,16.489,210.04,196.0,36.19,47.32,116.55,86.92
2022-12-22,0.0001430363848669014,130.709,177.03,152.19,125.35,15.3278,208.34,188.25,34.68,47.5,116.36,86.67
2022-12-23,0.00014609786618535736,130.345,177.48,152.62,123.15,15.195,199.08,189.06,33.71,47.85,117.91,88.01
2022-12-27,0.00014953922339766557,128.536,177.43,153.95,109.1,14.1106,180.17,189.4,33.39,48.75,118.1,86.37
2022-12-28,0.00015106776199180771,124.591,176.66,151.96,112.71,14.0256,176.5,188.38,32.64,47.37,115.06,84.17
2022-12-29,0.0001491569971134865,128.12,177.56,152.59,121.82,14.5924,178.86,188.91,35.1,47.36,117.32,87.18
2022-12-30,0.00015106776199180771,128.437,176.65,151.56,123.18,14.6034,179.62,190.49,34.71,47.2,117.48,86.88
2023-01-03,0.00014762772522214362,123.633,178.19,151.57,108.1,14.3045,178.99,195.39,35.68,49.58,117.54,88.97
2023-01-04,0.000143801975743596,124.907,180.13,152.23,113.64,14.7383,177.36,203.64,37.54,51.51,121.16,91.98
2023-01-05,0.0001445674195510449,123.584,178.8,150.34,110.34,14.2545,173.51,204.99,35.95,51.21,117.42,91.92
2023-01-06,0.00013843974798288805,128.13,180.25,153.92,113.06,14.8483,180.35,213.0,36.85,52.69,118.87,93.92
2023-01-09,0.0001376731260351871,128.654,175.58,152.04,119.77,15.6166,183.95,208.57,37.19,52.22,118.32,94.77
2023-01-10,0.0001407387292562401,129.228,175.16,151.89,118.85,15.8975,189.65,206.69,36.5,53.15,116.85,95.56
2023-01-11,0.00013805645544584522,131.956,174.88,150.66,123.22,15.9893,186.64,208.03,36.44,52.46,121.36,96.33
2023-01-12,0.00013383780231146503,131.878,174.0,149.81,123.56,16.4989,188.06,214.32,36.76,53.4,125.99,99.81
2023-01-13,0.00013613943951340524,133.211,173.43,150.88,122.4,16.8867,192.0,214.13,38.89,54.35,125.57,99.4
2023-01-17,0.0001376731260351871,134.378,172.36,150.44,131.49,17.6891,190.69,211.41,39.98,52.47,125.02,99.91
2023-01-18,0.00013153483483807626,133.657,169.76,146.41,128.78,17.3644,197.02,209.41,39.17,51.53,122.25,99.04
2023-01-19,0.00013230263856556235,133.716,169.53,142.42,127.17,16.7528,190.38,207.09,38.06,52.47,120.93,99.08
2023-01-20,0.00013575592562764527,136.286,168.74,142.97,133.42,17.8261,193.98,206.76,40.48,53.34,123.65,103.48
2023-01-23,0.00013728975974358626,139.487,168.31,141.05,143.75,19.179,196.94,209.97,44.04,53.63,124.97,105.69
2023-01-24,0.00013498878710005435,140.891,168.31,141.82,143.89,19.251,196.76,211.98,42.69,53.39,125.45,106.0
2023-01-25,0.00013498878710005435,140.229,169.51,141.72,144.43,19.3089,193.07,212.68,47.33,55.09,125.19,108.12
2023-01-26,0.00013613943951340524,142.305,168.89,141.15,160.27,19.7877,193.24,212.73,48.33,54.13,126.33,109.7
2023-01-27,0.00013728975974358626,144.254,168.23,140.57,177.9,20.3501,189.35,211.17,50.08,53.32,128.61,109.54
2023-01-30,0.00013843974798288805,141.358,162.0,141.01,166.66,19.148,180.87,209.67,47.19,52.74,125.95,107.59
2023-01-31,0.00013728975974358626,142.632,163.42,142.38,173.22,19.5229,176.06,213.0,49.27,52.93,128.46,108.49
2023-02-01,0.00013230263856556235,143.757,164.92,143.19,181.41,20.9278,174.3,214.75,50.26,54.19,128.93,109.39
2023-02-02,0.00013268648495490254,149.086,165.54,142.17,188.27,21.6932,176.35,209.34,53.63,52.43,131.79,113.21
2023-02-03,0.0001376731260351871,152.724,164.61,142.61,189.98,21.0846,173.25,206.01,52.93,49.85,129.81,110.71
2023-02-06,0.00014150476167995585,149.987,163.36,141.4,194.76,21.0736,170.27,206.81,51.57,47.6,128.64,109.87
2023-02-07,0.0001430363848669014,152.873,163.4,140.02,196.81,22.157,171.06,214.76,51.35,48.72,125.9,111.63
2023-02-08,0.00014150476167995585,150.174,163.61,138.57,201.29,22.1889,164.34,213.5,49.8,48.35,124.24,111.78
2023-02-09,0.0001430363848669014,149.136,161.4,137.05,207.32,22.3209,164.48,211.99,49.64,47.58,124.41,110.36
2023-02-10,0.00014571530963158885,149.503,162.15,138.26,196.89,21.2495,169.28,212.89,48.3,47.98,124.35,108.06
2023-02-13,0.00014495008632153805,152.314,162.75,140.07,194.64,21.7721,171.48,215.65,48.7,48.3,125.78,107.66
2023-02-14,0.0001468628691252416,151.671,162.04,139.28,209.25,22.9542,175.62,218.45,50.11,47.01,125.41,107.66
2023-02-15,0.0001483924345326848,153.78,159.37,138.96,214.24,22.7473,177.28,217.44,53.39,46.3,125.52,109.24
2023-02-16,0.00015030356598932926,152.175,158.24,137.14,202.04,21.9861,172.31,212.21,44.91,45.85,124.35,105.83
2023-02-17,0.0001487747341608614,151.027,160.39,140.01,208.31,21.3724,166.6,211.66,43.61,45.42,123.66,105.22
2023-02-21,0.0001537412944259131,146.997,158.0,139.91,197.37,20.64,160.09,205.52,41.42,45.17,120.62,102.09
2023-02-22,0.0001529776110411607,147.423,157.78,140.5,200.86,20.739,158.17,205.76,42.03,44.23,121.1,101.68
2023-02-23,0.00015106776199180771,147.908,157.73,140.05,202.07,23.647,147.57,208.13,42.38,44.26,122.3,101.73
2023-02-24,0.0001537412944259131,145.244,155.97,139.26,196.88,23.2691,139.26,198.15,40.75,43.54,121.83,100.3
2023-02-27,0.00015259571445547238,146.444,155.63,139.14,207.63,23.484,138.27,200.46,40.48,43.34,122.51,100.45
2023-02-28,0.00015259571445547238,145.938,153.26,137.56,205.71,23.1992,138.81,201.55,41.14,43.61,122.09,99.61
2023-03-01,0.00015603146678988544,143.859,152.57,137.66,202.77,22.6814,135.66,204.55,40.1,44.1,121.25,98.54
2023-03-02,0.00015870167200104923,144.453,152.45,139.93,190.9,23.2971,137.86,210.06,41.18,43.94,122.85,98.92
2023-03-03,0.00015450483147461114,149.523,154.02,140.95,197.79,23.8726,143.2,215.11,43.4,44.7,124.08,101.14
2023-03-06,0.0001548865451408421,152.295,155.56,140.35,193.81,23.537,144.03,211.92,43.48,44.22,123.85,100.66
2023-03-07,0.00015450483147461114,150.088,154.09,137.56,187.71,23.2751,141.05,207.92,42.46,42.5,120.61,99.06
2023-03-08,0.0001548865451408421,151.343,152.96,137.58,182.0,24.1675,142.08,207.2,43.7,42.16,122.18,99.3
2023-03-09,0.0001529776110411607,149.086,151.24,136.57,172.92,23.423,137.36,201.24,43.0,41.74,117.3,96.14
2023-03-10,0.00014418471602728467,147.017,151.61,137.19,173.44,22.9521,138.29,203.07,41.46,42.16,111.5,93.57
2023-03-13,0.00013843974798288805,148.967,153.06,138.14,174.48,22.9531,147.9,203.37,41.78,45.12,111.42,92.6
2023-03-14,0.00014188772267353933,151.067,153.92,139.85,183.26,24.0495,151.28,207.28,43.8,44.87,112.2,93.36
2023-03-15,0.00013690635656438133,151.462,154.35,141.83,180.45,24.2145,149.6,198.21,43.54,46.11,109.69,93.1
2023-03-16,0.00013882300365342104,154.294,154.03,142.89,184.13,25.5268,151.78,203.19,44.67,45.78,109.2,94.29
2023-03-17,0.00013230263856556235,153.452,152.38,142.93,180.13,25.7106,150.02,201.05,44.68,48.17,104.31,93.2
2023-03-20,0.00013537237482563746,155.828,153.89,145.13,183.25,25.8856,154.52,204.77,43.88,47.82,107.12,94.22
2023-03-21,0.00013997254953657112,157.69,153.89,144.08,197.58,26.1844,152.1,204.7,45.74,46.6,109.12,96.54
2023-03-22,0.00013575592562764527,156.254,151.05,143.99,191.15,26.4533,148.18,196.16,44.96,46.64,104.31,94.9
2023-03-23,0.00013191875519558138,157.342,151.13,143.79,192.22,27.1759,149.42,197.9,45.79,47.79,102.38,95.83
2023-03-24,0.00013191875519558138,158.651,152.65,146.72,190.41,26.764,150.88,197.53,44.98,48.55,103.48,94.08
2023-03-27,0.0001376731260351871,156.699,153.3,145.95,191.81,26.5163,148.35,200.57,45.07,48.21,103.3,95.62
2023-03-28,0.00013843974798288805,156.076,151.82,146.36,189.19,26.3953,146.92,204.96,44.31,48.66,104.15,94.82
2023-03-29,0.0001392062224645496,159.164,153.31,146.81,193.88,26.9689,148.8,207.97,46.7,48.34,106.59,96.87
2023-03-30,0.00013843974798288805,160.739,153.43,147.45,195.28,27.3678,147.44,211.04,46.51,48.84,107.56,98.1
2023-03-31,0.00013575592562764527,163.255,155.0,148.69,207.46,27.7615,153.58,212.43,47.94,49.02,111.97,100.13
2023-04-03,0.00013383780231146503,164.51,156.85,149.51,194.77,27.9494,159.48,215.39,47.68,49.47,112.42,99.76
2023-04-04,0.00013076688313118368,163.977,158.49,150.23,192.58,27.4377,156.52,213.9,47.59,51.35,111.31,99.57
2023-04-05,0.0001288463560800146,162.124,165.61,151.26,185.52,26.8659,154.61,210.0,45.19,52.07,109.95,99.91
2023-04-06,0.0001288463560800146,163.016,165.15,152.22,185.06,27.0219,158.27,211.37,45.35,52.05,109.77,99.97
2023-04-10,0.00013307029437092943,160.412,164.32,150.96,184.51,27.5635,160.15,210.78,45.35,51.09,109.56,100.81
2023-04-11,0.00013383780231146503,159.194,164.27,150.66,186.79,27.1539,155.25,212.32,44.78,49.92,110.16,100.42
2023-04-12,0.00013307029437092943,158.501,163.92,151.07,180.54,26.4803,155.56,212.34,45.3,49.71,109.51,97.94
2023-04-13,0.00013460516244401255,163.907,166.11,151.77,185.9,26.4483,160.53,213.59,45.73,51.02,108.94,100.84
2023-04-14,0.00013728975974358626,163.56,165.84,151.0,185.0,26.743,157.1,201.71,46.39,49.52,107.56,99.9
2023-04-17,0.00014035565781189696,163.579,165.67,151.05,187.04,26.9869,143.97,205.03,48.52,48.47,111.35,100.3
2023-04-18,0.00013958940442315715,164.809,161.01,151.21,184.31,27.6515,142.63,208.37,49.2,48.86,111.3,100.93
2023-04-19,0.00014035565781189696,165.955,162.53,151.24,180.59,27.9154,142.82,208.71,49.05,48.26,112.06,98.75
2023-04-20,0.00013805645544584522,164.986,163.58,150.85,162.99,27.0889,141.14,207.23,48.0,47.88,110.77,98.07
2023-04-21,0.0001392062224645496,163.372,162.69,156.07,165.08,27.1039,140.85,205.15,48.94,47.62,110.66,99.57
2023-04-24,0.00013728975974358626,163.679,163.68,156.35,162.55,27.0269,138.14,205.77,48.02,48.02,110.23,99.68
2023-04-25,0.00013268648495490254,162.134,165.18,156.39,160.67,26.2264,134.9,202.19,46.46,48.2,109.22,98.01
2023-04-26,0.00013383780231146503,162.124,162.62,154.58,153.75,26.9409,130.72,203.03,46.37,47.15,108.34,96.61
2023-04-27,0.0001376731260351871,166.728,163.0,156.47,160.19,27.2109,130.07,206.04,47.59,48.27,110.6,99.93
2023-04-28,0.00013422150085018458,167.985,163.7,156.38,164.31,27.7335,132.89,206.78,48.45,47.4,113.32,102.5
2023-05-01,0.00013997254953657112,167.897,163.6,156.57,161.83,28.8938,133.4,203.87,47.28,46.93,113.49,102.21
2023-05-02,0.00013422150085018458,166.857,165.03,156.43,160.31,28.1944,131.4,203.25,46.78,48.06,112.05,100.6
2023-05-03,0.00013191875519558138,165.777,162.87,156.23,160.61,27.7865,130.14,200.93,46.27,47.49,107.59,100.86
2023-05-04,0.00013153483483807626,164.136,162.13,155.51,161.2,27.5465,134.33,197.05,57.3,49.41,107.85,97.45
2023-05-05,0.00013422150085018458,171.837,162.68,156.03,170.06,28.6639,137.04,198.34,62.03,48.72,109.55,100.52
2023-05-08,0.00013728975974358626,171.767,162.31,155.3,171.79,29.1347,131.75,197.26,64.38,48.29,108.0,102.97
2023-05-09,0.0001376731260351871,170.057,161.05,153.71,169.15,28.5551,133.77,201.88,63.89,48.15,106.49,102.18
2023-05-10,0.00013383780231146503,171.822,161.65,154.03,168.54,28.8688,130.83,200.84,63.17,47.81,106.53,101.14
2023-05-11,0.00013230263856556235,172.015,160.99,154.39,172.08,28.5621,128.41,201.84,62.9,45.88,106.25,92.31
2023-05-12,0.00013498878710005435,171.084,160.78,155.96,167.98,28.3243,129.3,200.7,61.33,45.94,106.35,91.99
2023-05-15,0.00013652291648980075,170.587,159.55,156.01,166.35,28.9368,130.26,202.77,61.58,47.09,106.93,92.86
2023-05-16,0.00013805645544584522,170.587,159.34,155.74,166.52,29.1967,125.11,200.87,60.12,45.12,103.73,90.98
2023-05-17,0.0001392062224645496,171.202,158.99,155.08,173.86,30.1611,125.57,206.87,60.76,44.75,106.3,92.77
2023-05-18,0.0001422706468645618,173.543,158.48,152.53,176.89,31.6603,125.33,207.24,60.85,43.27,105.54,93.76
2023-05-19,0.00014418471602728467,173.652,158.91,153.17,180.14,31.2465,126.24,205.49,60.2,43.66,105.36,91.35
2023-05-22,0.00014495008632153805,172.7,156.87,149.16,188.87,31.1586,126.74,205.91,62.06,43.33,105.98,91.82
2023-05-23,0.00014418471602728467,170.084,156.81,147.55,185.77,30.671,137.75,202.6,58.33,42.49,104.13,89.82
2023-05-24,0.00014533271634609157,170.359,156.66,146.33,182.9,30.521,131.59,199.27,58.97,41.81,102.16,89.07
2023-05-25,0.0001491569971134865,171.5,154.41,145.39,184.47,37.959,126.47,200.87,57.71,40.64,101.25,88.14
2023-05-26,0.00014801009822229538,173.917,154.35,145.4,193.17,38.9244,126.24,203.63,59.26,40.68,102.36,88.29
2023-05-30,0.000143801975743596,175.773,154.37,143.18,201.16,40.0886,128.89,204.69,58.19,40.4,103.51,87.82
2023-05-31,0.00014188772267353933,175.723,155.06,142.5,203.93,37.813,127.71,205.7,57.19,40.55,105.15,87.96
2023-06-01,0.0001407387292562401,178.538,154.54,143.96,207.52,39.7478,128.52,207.96,57.94,42.47,103.4,88.59
2023-06-02,0.000143801975743596,179.391,156.97,146.52,213.97,39.3051,130.51,213.32,58.29,42.09,106.51,90.77
2023-06-05,0.000143801975743596,178.033,158.32,145.94,217.61,39.1493,128.9,208.78,59.92,41.92,106.55,91.0
2023-06-06,0.00014418471602728467,177.666,158.18,144.49,221.31,38.6324,126.9,207.29,63.66,41.99,109.17,92.16
2023-06-07,0.00014762772522214362,176.288,158.52,144.8,224.57,37.4579,125.61,211.93,59.56,41.9,112.7,92.52
2023-06-08,0.00014533271634609157,179.013,160.26,146.44,234.86,38.4924,124.94,218.11,59.28,42.04,109.71,92.53
2023-06-09,0.00014609786618535736,179.401,160.01,146.56,244.4,38.7524,123.26,217.31,61.36,41.46,110.7,91.93
2023-06-12,0.00014533271634609157,182.207,159.9,145.41,249.83,39.464,123.52,221.56,65.01,42.04,109.96,93.14
2023-06-13,0.00014953922339766557,181.731,160.74,145.06,258.71,41.0034,127.98,220.38,63.84,42.44,110.96,93.85
2023-06-14,0.0001491569971134865,182.364,161.56,146.42,256.79,42.9775,126.05,216.9,65.88,42.1,110.9,92.45
2023-06-15,0.00014495008632153805,184.408,163.73,148.45,255.9,42.6338,129.98,219.41,66.1,42.7,110.92,92.94
2023-06-16,0.0001468628691252416,183.327,164.23,149.54,260.54,42.6726,128.73,219.99,64.71,43.83,112.79,91.32
2023-06-20,0.00014571530963158885,183.416,164.13,148.16,274.45,43.7881,124.23,212.37,64.26,43.1,110.73,89.75
2023-06-21,0.00014495008632153805,182.374,163.88,149.44,259.46,43.0255,121.07,212.08,63.17,42.58,110.73,88.64
2023-06-22,0.00014801009822229538,185.389,165.62,149.95,264.61,43.0055,120.48,205.61,63.48,42.15,109.08,88.49
2023-06-23,0.00014571530963158885,185.072,165.48,148.46,256.6,42.1898,118.5,205.41,63.79,41.58,107.74,88.1
2023-06-26,0.00014495008632153805,183.675,163.63,148.61,241.05,40.6136,120.41,205.58,63.25,42.75,111.07,88.7
2023-06-27,0.0001468628691252416,186.44,163.29,150.02,250.21,41.8569,120.67,209.43,63.8,42.46,113.07,89.06
2023-06-28,0.0001445674195510449,187.619,162.96,149.99,256.24,41.0984,123.0,210.72,64.62,41.18,112.79,88.83
2023-06-29,0.00014992141302072604,187.956,164.1,149.38,257.5,40.8034,122.11,211.83,63.76,41.95,114.76,88.95
2023-06-30,0.0001483924345326848,192.298,165.52,151.74,261.77,42.2828,121.5,211.16,64.6,42.66,115.48,89.28
2023-07-03,0.00015030356598932926,190.801,163.35,152.5,279.82,42.3938,121.73,210.92,64.85,43.04,117.04,90.5
2023-07-05,0.0001537412944259131,189.682,162.81,152.24,282.48,42.2978,123.54,213.31,64.44,42.15,118.21,89.79
2023-07-06,0.00015755751743573576,190.157,161.6,151.99,276.54,42.0838,118.29,212.62,61.83,41.54,119.1,88.74
2023-07-07,0.00015793893879534338,189.038,159.25,148.8,274.43,42.4838,118.87,212.1,61.67,42.24,118.55,88.64
2023-07-10,0.00015603146678988544,186.985,159.51,148.86,269.61,42.1608,123.09,213.31,61.89,42.61,120.95,88.1
2023-07-11,0.00015526822224387615,186.46,158.63,148.08,269.79,42.3858,122.13,218.76,63.15,43.31,123.01,89.49
2023-07-12,0.00015030356598932926,188.136,158.08,148.85,271.99,43.882,125.92,217.11,65.94,45.21,122.44,90.15
2023-07-13,0.00014648038601405844,188.899,158.81,148.95,277.9,45.9561,126.61,216.85,70.37,45.47,121.84,90.47
2023-07-14,0.0001491569971134865,189.048,159.87,150.05,281.38,45.4485,121.35,213.12,68.45,44.98,121.28,88.62
2023-07-17,0.0001483924345326848,192.318,159.07,148.99,290.38,46.4399,122.6,211.87,68.68,44.62,121.65,85.56
2023-07-18,0.00014801009822229538,192.061,159.06,149.27,293.34,47.4724,122.61,211.57,67.26,44.98,121.52,85.95
2023-07-19,0.00014609786618535736,193.42,158.74,150.29,291.26,47.0557,125.17,208.6,68.23,45.18,123.41,87.04
2023-07-20,0.00014992141302072604,191.466,168.38,150.56,262.9,45.4994,124.77,213.61,65.44,42.45,123.75,86.21
2023-07-21,0.00014953922339766557,190.286,170.19,152.93,260.02,44.2888,126.43,211.8,65.57,43.21,123.65,87.18
2023-07-24,0.00015030356598932926,191.09,171.08,153.42,269.06,44.5917,123.01,215.87,66.17,43.23,124.41,86.6
2023-07-25,0.0001522137812646207,191.953,172.39,153.78,265.28,45.6584,121.87,214.12,64.99,43.61,123.69,85.63
2023-07-26,0.00015030356598932926,192.825,172.72,153.94,264.35,45.4315,120.65,232.8,64.68,43.45,124.17,85.86
2023-07-27,0.00015603146678988544,191.554,173.69,152.11,255.71,45.8791,118.51,233.75,63.96,42.11,123.0,85.36
2023-07-28,0.00015412308123874396,194.144,174.48,156.41,266.44,46.7288,118.66,238.69,66.04,42.42,124.48,86.13
2023-07-31,0.00015450483147461114,194.757,167.53,156.3,267.43,46.7078,117.66,238.85,67.58,42.92,124.6,88.89
2023-08-01,0.00015755751743573576,193.919,168.89,156.25,261.07,46.4859,113.94,238.01,67.45,41.71,125.44,89.03
2023-08-02,0.00015870167200104923,190.921,169.91,156.59,254.11,44.249,110.22,231.38,62.43,40.66,124.06,86.3
2023-08-03,0.00016327500779889093,189.523,170.64,157.0,259.32,44.4947,109.95,231.36,59.04,40.44,118.37,85.49
2023-08-04,0.00015755751743573576,180.423,169.04,155.28,253.86,44.6597,108.19,231.36,57.93,40.87,118.29,86.3
2023-08-07,0.00015908298386113628,177.31,173.1,156.92,251.45,45.396,101.2,238.25,57.57,40.48,119.66,86.83
2023-08-08,0.00015641303424662745,178.251,173.18,157.09,249.7,44.6437,99.74,238.04,56.19,39.84,119.0,88.13
2023-08-09,0.0001556498627912628,176.656,173.07,156.89,242.19,42.5348,101.82,237.86,55.2,39.91,118.8,87.49
2023-08-10,0.00015908298386113628,176.437,172.17,156.11,245.34,42.3688,100.28,238.26,56.47,39.84,118.85,91.76
2023-08-11,0.0001617511456717402,176.497,173.85,157.02,242.65,40.8364,101.49,235.72,55.27,40.19,118.87,89.02
2023-08-14,0.00016289409689806966,178.155,173.44,155.79,239.76,43.7332,100.0,236.71,55.98,39.46,119.02,88.81
2023-08-15,0.00016365588229105832,176.159,172.94,154.79,232.96,43.92,96.41,232.26,55.34,38.47,117.87,87.06
2023-08-16,0.00016632098486990543,175.285,172.39,153.21,225.6,43.4663,98.92,229.95,55.34,38.29,115.61,86.35
2023-08-17,0.00016708211546623275,172.735,174.01,152.11,219.22,43.3238,106.24,224.54,53.22,38.66,114.15,85.92
2023-08-18,0.0001655597088607852,173.22,172.49,152.54,215.49,43.2793,101.62,226.65,53.14,38.2,115.6,85.96
2023-08-21,0.00016860394064277529,174.561,167.35,151.77,231.28,46.9457,111.08,227.22,53.93,38.25,112.72,85.88
2023-08-22,0.00016860394064277529,175.941,166.02,151.83,233.19,45.6474,116.24,230.07,53.96,38.6,110.93,85.79
2023-08-23,0.00016289409689806966,179.801,164.53,153.25,236.86,47.0947,115.46,228.58,56.73,39.19,111.64,85.83
