,bond_daily_return,AAPL,JNJ,PG,TSLA,NVDA,MRNA,BA,SHOP,NEM,SPG,DIS
2023-08-24,0.00016441752207607685,175.097,165.09,152.54,230.04,47.1417,112.65,217.31,55.46,39.06,110.66,82.47
2023-08-25,0.00016517901630885845,177.311,166.25,153.54,238.59,45.9971,111.93,223.41,55.54,38.31,110.73,83.36
2023-08-28,0.00016327500779889093,178.879,164.29,153.78,238.82,46.8138,113.83,227.06,56.31,39.04,111.67,84.16
2023-08-29,0.00016022670055493293,182.781,164.31,153.87,257.18,48.7618,115.99,227.25,58.8,39.52,113.53,84.4
2023-08-30,0.00016022670055493293,186.284,163.73,154.04,256.9,49.2417,116.62,228.85,60.01,39.76,113.51,84.28
2023-08-31,0.00015908298386113628,186.504,161.68,154.34,258.08,49.3326,113.07,224.03,66.49,39.42,113.49,83.68
2023-09-01,0.00016251314958126706,188.082,160.48,154.51,245.01,48.487,112.56,223.4,66.71,39.32,114.91,81.64
2023-09-05,0.00016594036504535836,188.321,160.68,152.44,256.49,48.5259,109.36,222.57,65.8,38.84,114.94,81.19
2023-09-06,0.00016708211546623275,181.578,158.01,152.14,251.92,47.0436,108.24,217.95,65.82,38.5,115.75,80.98
2023-09-07,0.00016594036504535836,176.268,160.03,153.59,251.49,46.2237,108.35,216.05,64.78,38.36,114.45,80.57
2023-09-08,0.0001655597088607852,176.884,160.56,152.93,248.5,45.5552,107.64,211.27,63.01,38.73,114.62,81.58
2023-09-11,0.00016670156834108774,178.055,162.66,154.75,273.58,45.1612,105.8,211.01,64.56,38.91,114.74,82.52
2023-09-12,0.00016594036504535836,175.018,163.58,152.03,267.48,44.8534,105.24,210.65,62.93,38.82,115.48,83.68
2023-09-13,0.00016517901630885845,172.943,163.99,153.09,271.3,45.4682,108.59,208.4,62.62,39.26,114.77,83.48
2023-09-14,0.00016670156834108774,174.462,163.74,154.77,276.04,45.5642,112.81,209.05,63.4,39.52,117.38,84.48
2023-09-15,0.00016822353883316765,173.737,161.45,153.47,274.39,43.8836,114.59,208.11,62.38,40.33,116.41,85.58
2023-09-18,0.0001678431007052783,176.675,162.47,154.05,265.28,43.9496,104.14,205.12,59.5,40.47,114.25,85.02
2023-09-19,0.00016974492823029763,177.767,162.2,153.6,266.5,43.5039,106.74,204.48,58.33,40.29,114.26,81.94
2023-09-20,0.00016898430614076254,174.213,162.91,153.47,262.59,42.2233,103.53,202.37,56.97,40.95,113.76,82.56
2023-09-21,0.00017430561429154778,172.665,161.66,152.14,255.7,41.0018,100.23,199.95,53.7,40.52,111.64,82.73
2023-09-22,0.00017240596275103215,173.519,160.5,151.58,244.88,41.5944,99.99,197.71,53.08,40.74,111.68,81.25
2023-09-25,0.00017658400136788543,174.798,160.26,150.66,246.99,42.2063,98.17,198.78,53.58,40.48,112.13,81.01
2023-09-26,0.00017696360592567295,170.709,159.02,149.32,244.12,41.8954,98.12,195.64,51.51,39.4,109.15,80.05
2023-09-27,0.00017886108646547605,169.191,157.11,147.34,240.5,42.4523,99.44,195.46,51.85,37.28,108.19,79.9
2023-09-28,0.00017810220267189258,169.447,156.88,146.34,246.38,43.073,100.27,190.43,53.2,37.03,108.83,80.13
2023-09-29,0.00017810220267189258,169.965,155.75,145.86,250.22,43.4829,103.29,191.68,54.57,36.95,108.03,81.05
2023-10-02,0.00018189517720434978,172.485,155.15,145.19,251.6,44.7654,103.31,187.83,54.0,35.54,104.63,81.67
2023-10-03,0.00018644198605977103,171.145,155.34,145.49,246.53,43.5009,103.08,188.92,51.38,35.21,103.37,79.54
2023-10-04,0.00018341135668342723,172.396,155.52,145.97,261.16,44.0246,104.26,186.73,52.58,35.43,104.44,79.32
2023-10-05,0.00018303236589400917,173.638,157.14,143.8,260.05,44.6714,102.97,186.29,52.19,36.35,104.54,80.81
2023-10-06,0.00018530577013620153,176.198,157.64,144.09,260.53,45.745,103.88,187.38,53.65,37.8,104.41,82.94
2023-10-10,0.0001807576638885866,177.092,158.36,144.78,263.62,45.781,104.43,193.53,55.08,38.44,106.15,84.99
2023-10-11,0.00017772270657090417,178.491,156.18,143.0,262.99,46.7887,102.76,196.07,54.24,39.11,108.33,84.85
2023-10-12,0.0001822742761612428,179.395,156.33,143.32,258.87,46.9276,100.78,191.3,53.33,38.78,107.35,84.35
2023-10-13,0.00017961982576042423,177.548,156.85,144.69,251.12,45.4442,98.3,184.91,51.55,39.43,107.03,84.35
2023-10-16,0.0001826533390556495,177.421,157.53,146.07,253.92,46.0778,91.94,184.93,53.28,40.05,108.33,85.71
2023-10-17,0.00018719928339461234,175.862,156.09,146.26,254.85,43.9216,86.33,185.6,54.17,40.47,110.15,86.2
2023-10-18,0.00019022703434146138,174.561,152.73,150.03,242.68,42.1803,86.01,185.69,52.84,39.92,108.55,84.68
2023-10-19,0.00019287443056437148,174.183,152.32,148.25,220.11,42.0853,82.37,182.79,51.83,39.45,106.5,83.25
2023-10-20,0.00019098361275382558,171.622,153.0,148.05,211.99,41.3717,80.4,180.04,51.14,38.8,106.15,82.65
2023-10-23,0.00018833495961279034,171.741,151.39,148.15,212.08,42.959,78.64,181.03,51.0,38.44,105.21,83.1
2023-10-24,0.00018719928339461234,172.178,151.23,149.9,216.52,43.6469,79.76,182.36,52.35,38.45,105.97,82.56
2023-10-25,0.00019174004754551888,169.855,151.57,150.6,212.42,41.7634,76.76,177.73,48.49,36.76,104.98,80.59
2023-10-26,0.00018833495961279034,165.677,149.0,149.8,205.76,40.3111,75.98,179.09,46.69,37.48,106.32,79.78
2023-10-27,0.00018757787809842164,166.996,145.6,147.16,207.3,40.4849,71.91,179.69,46.4,38.97,104.54,79.33
2023-10-30,0.00018909189731530773,169.051,147.03,149.26,197.36,41.1458,74.07,182.35,46.92,38.7,105.33,80.68
2023-10-31,0.00018909189731530773,169.527,148.34,150.03,200.84,40.7649,75.96,186.82,47.19,37.47,109.89,81.59
2023-11-01,0.00018492695948868487,172.705,148.69,149.61,205.66,42.3093,76.2,189.38,48.79,37.27,112.49,81.07
2023-11-02,0.00018113687107490506,176.278,150.24,151.44,218.51,43.4899,71.23,192.01,59.7,37.96,115.84,83.29
2023-11-03,0.00017734317432438473,175.365,151.34,150.07,219.96,44.9883,77.53,195.05,61.47,39.02,117.89,85.07
2023-11-06,0.00018113687107490506,177.926,151.7,150.94,219.27,45.734,72.07,192.95,60.43,37.88,117.08,84.02
2023-11-07,0.00017772270657090417,180.498,150.9,150.59,222.18,45.9379,73.66,191.41,61.69,36.66,115.24,84.59
2023-11-08,0.00017430561429154778,181.558,150.35,150.01,222.11,46.5567,71.34,191.83,62.74,34.78,115.44,84.5
2023-11-09,0.00017924047417183786,181.084,147.42,150.35,209.98,46.9326,69.51,193.33,60.37,33.95,113.79,90.34
2023-11-10,0.00017886108646547605,185.287,147.25,151.41,214.65,48.3171,70.05,196.65,61.34,34.2,115.33,88.27
2023-11-13,0.00017961982576042423,183.697,147.63,152.46,223.71,48.6019,70.21,204.54,62.34,34.2,115.54,89.44
2023-11-14,0.00017240596275103215,186.321,147.66,152.12,237.41,49.6376,74.1,207.47,65.52,36.09,120.79,91.07
2023-11-15,0.00017582468374710558,186.888,148.8,151.42,242.84,48.8698,76.35,208.71,67.85,36.37,120.54,93.93
2023-11-16,0.00017278596551562053,188.577,150.1,152.83,233.59,49.4617,76.55,206.6,67.28,36.56,120.42,94.51
2023-11-17,0.00017240596275103215,188.557,149.79,151.07,234.3,49.2798,76.44,208.04,68.34,36.35,121.68,94.15
2023-11-20,0.00017164584848816666,190.307,149.91,150.27,235.6,50.3903,78.96,217.71,69.51,36.56,122.75,95.03
2023-11-21,0.00017126573697634484,189.502,151.12,149.61,241.2,49.9255,77.14,218.27,69.73,37.42,121.75,94.45
2023-11-22,0.00017164584848816666,190.168,150.82,151.02,234.21,48.6978,78.17,219.91,70.96,37.69,121.1,95.07
2023-11-24,0.00017354586234641367,188.836,152.5,151.38,235.45,47.7583,78.52,220.0,70.35,37.59,120.84,96.06
2023-11-27,0.00017050540515683998,188.657,151.28,151.24,236.08,48.2241,77.72,219.3,73.79,38.18,121.71,95.17
2023-11-28,0.00016860394064277529,189.263,151.63,152.29,246.72,47.8033,78.18,222.37,73.51,40.57,122.1,92.5
2023-11-29,0.00016594036504535836,188.241,152.11,151.13,244.14,48.1221,79.01,224.43,73.33,40.38,122.76,92.5
2023-11-30,0.00016974492823029763,188.816,154.66,153.52,240.08,46.7527,77.66,231.63,72.82,40.19,124.89,92.69
2023-12-01,0.00016403672038101114,190.098,158.38,152.66,238.83,46.7477,79.83,233.87,73.86,41.2,128.82,92.58
2023-12-04,0.00016632098486990543,188.301,158.88,152.06,235.58,45.4932,79.87,234.87,72.52,40.54,130.85,92.01
2023-12-05,0.00016251314958126706,192.266,158.55,146.76,238.72,46.5528,78.28,234.16,74.72,39.89,130.78,90.79
2023-12-06,0.00016022670055493293,191.172,156.62,146.65,239.37,45.4902,80.6,236.89,71.14,39.69,131.73,91.5
2023-12-07,0.00016098899601502126,193.11,155.4,146.5,242.64,46.5828,79.95,237.33,71.86,39.73,131.35,92.35
2023-12-08,0.00016441752207607685,194.542,154.42,145.15,243.84,47.4925,80.32,244.7,72.52,39.08,132.88,92.82
2023-12-11,0.00016441752207607685,192.027,155.06,145.82,239.74,46.6138,82.0,248.08,72.81,38.87,134.78,92.2
2023-12-12,0.00016327500779889093,193.548,155.07,145.94,237.01,47.6435,78.04,248.63,72.5,37.77,134.49,91.07
2023-12-13,0.00015717605956244718,196.779,155.79,148.58,239.29,48.0744,78.6,250.91,73.86,40.0,139.26,92.83
2023-12-14,0.00015259571445547238,196.928,156.87,144.66,251.05,48.3363,85.87,256.24,77.54,41.15,146.58,93.94
2023-12-15,0.0001522137812646207,196.391,155.16,143.96,253.5,48.8761,86.01,264.27,76.82,40.87,144.35,93.46
2023-12-18,0.0001537412944259131,194.721,155.44,146.17,252.08,50.0628,85.42,260.41,77.13,41.09,143.62,92.86
2023-12-19,0.0001529776110411607,195.765,156.46,146.17,257.22,49.59,89.09,263.51,78.35,41.77,145.16,93.93
2023-12-20,0.00015030356598932926,193.667,153.27,143.91,247.14,48.0973,86.19,260.25,75.42,41.12,144.11,91.27
2023-12-21,0.0001514498050398938,193.519,154.84,144.26,254.5,48.9761,91.16,262.02,76.14,41.43,142.22,92.02
2023-12-22,0.0001518318114617223,192.444,155.46,145.28,252.54,48.8161,94.89,260.44,76.83,42.06,142.3,91.02
2023-12-26,0.0001514498050398938,191.898,156.14,145.94,256.61,49.2651,97.33,262.79,78.21,41.91,143.66,90.95
2023-12-27,0.00014762772522214362,191.998,156.35,146.06,261.44,49.403,100.73,262.1,78.34,42.38,143.67,90.38
2023-12-28,0.00014953922339766557,192.424,156.58,145.73,253.18,49.508,98.79,260.35,79.11,41.7,144.28,90.4
2023-12-29,0.00015106776199180771,191.382,156.74,146.54,248.48,49.508,99.45,260.66,77.9,41.39,142.64,90.29
2024-01-02,0.0001537412944259131,184.532,159.97,148.74,248.42,48.1543,112.5,251.76,73.83,40.91,143.03,90.71
2024-01-03,0.0001522137812646207,183.151,160.97,147.84,238.45,47.5555,108.58,243.91,71.82,40.0,140.09,91.65
2024-01-04,0.00015526822224387615,180.824,160.63,148.65,237.93,47.9844,108.66,244.94,73.42,40.12,140.26,90.56
2024-01-05,0.00015755751743573576,180.099,161.13,147.42,237.49,49.0831,111.12,249.0,74.51,40.34,140.65,90.9
2024-01-08,0.00015603146678988544,184.453,161.53,148.69,240.45,52.2381,115.44,229.0,77.69,40.23,142.3,91.55
2024-01-09,0.00015641303424662745,184.036,161.63,149.3,234.96,53.1249,110.18,225.76,80.11,38.68,142.15,89.67
2024-01-10,0.00015717605956244718,185.079,161.87,149.94,233.94,54.3346,109.46,227.84,81.1,37.95,144.68,89.29
2024-01-11,0.0001548865451408421,184.482,161.15,150.51,227.22,54.8064,106.795,222.66,81.3,37.52,144.38,89.45
2024-01-12,0.00015412308123874396,184.81,162.39,150.6,218.89,54.6944,105.95,217.7,81.4,37.64,146.62,90.35
2024-01-16,0.0001583203236481534,182.534,160.52,149.79,219.91,56.3661,102.16,200.52,81.32,36.01,145.53,93.05
2024-01-17,0.00015946425923552,181.589,160.43,149.94,215.55,56.0371,100.35,203.06,80.32,34.73,142.12,90.34
2024-01-18,0.00016098899601502126,187.504,161.21,148.14,211.88,57.0908,99.07,211.61,77.52,34.62,141.83,92.21
2024-01-19,0.0001613700890652492,190.417,161.68,147.57,212.19,59.4741,99.7,215.02,80.01,34.58,141.62,93.06
2024-01-22,0.00015984549813108373,192.733,162.47,147.86,208.8,59.6371,99.7,214.93,80.26,35.0,142.02,95.08
2024-01-23,0.00016098899601502126,194.015,159.81,153.98,209.14,59.8561,101.92,211.5,81.14,35.36,142.6,93.77
2024-01-24,0.00016251314958126706,193.339,158.96,152.12,207.83,61.3447,101.11,214.13,80.73,34.44,141.49,93.5
2024-01-25,0.00016098899601502126,193.011,159.56,155.62,182.63,61.5995,102.81,201.88,80.49,34.49,142.83,94.86
2024-01-26,0.0001613700890652492,191.272,159.5,156.14,183.25,61.0137,101.81,205.47,81.55,34.21,141.96,95.36
2024-01-29,0.00015870167200104923,190.586,159.36,156.16,190.93,62.4474,104.84,205.19,83.54,34.65,141.73,97.49
2024-01-30,0.00015793893879534338,186.917,158.77,157.49,191.59,62.7562,102.47,200.44,82.33,34.51,139.24,96.94
2024-01-31,0.00015526822224387615,183.299,158.9,157.14,187.29,61.5095,101.05,211.04,80.07,34.51,138.61,96.05
2024-02-01,0.00015068568231058066,185.745,158.36,159.18,188.86,63.0091,99.02,209.81,76.72,35.61,139.4,97.06
2024-02-02,0.0001567945651683722,184.742,156.61,158.09,187.91,66.1412,97.5,209.38,82.93,34.41,137.94,97.13
2024-02-05,0.00016213216584137768,186.561,155.8,158.21,181.06,69.3123,95.49,206.63,81.4,33.36,136.79,96.65
2024-02-06,0.00015908298386113628,188.171,158.06,158.96,185.1,68.2037,100.03,208.58,81.56,33.66,143.39,99.29
2024-02-07,0.00015908298386113628,188.281,157.98,159.12,187.58,70.0791,99.3,211.92,85.17,33.65,143.44,99.14
2024-02-08,0.0001613700890652492,187.196,156.4,158.64,189.56,69.6212,93.66,209.22,87.87,33.34,144.1,110.54
2024-02-09,0.00016213216584137768,187.962,156.76,157.42,193.57,72.1125,87.41,209.2,90.72,32.79,146.93,108.39
2024-02-12,0.00016213216584137768,186.271,157.85,157.11,188.13,72.2275,89.0,209.33,89.12,33.56,145.7,109.29
2024-02-13,0.0001674626262520018,184.17,156.47,156.27,184.02,72.1075,85.37,204.46,77.18,32.04,143.52,110.46
2024-02-14,0.00016594036504535836,183.284,155.74,155.63,188.71,73.879,85.95,203.38,80.67,32.12,142.86,111.56
2024-02-15,0.0001647982873829168,182.996,157.92,157.01,200.45,72.6374,91.14,205.33,84.0,33.08,148.0,112.45
2024-02-16,0.00016708211546623275,181.453,156.55,157.51,199.95,72.5924,88.37,203.89,81.29,33.43,149.96,111.6
2024-02-20,0.00016594036504535836,180.706,157.86,158.51,193.76,69.4323,86.99,203.37,78.62,33.19,148.9,109.44
2024-02-21,0.0001678431007052783,181.463,158.68,160.4,194.77,67.4529,87.59,201.57,75.59,33.43,150.28,107.67
2024-02-22,0.00016822353883316765,183.503,160.45,160.56,197.41,78.5158,99.44,201.5,75.03,30.89,151.51,107.64
2024-02-23,0.0001655597088607852,181.662,161.84,161.03,191.97,78.7947,96.46,200.83,76.24,31.28,150.35,107.74
2024-02-26,0.00016632098486990543,180.309,160.79,160.22,199.4,79.0696,94.02,200.54,77.56,30.01,149.53,107.68
2024-02-27,0.0001674626262520018,181.772,160.98,159.3,199.73,78.6787,96.2,201.4,76.63,29.86,149.7,109.42
2024-02-28,0.00016594036504535836,180.567,161.55,160.05,202.04,77.6411,97.48,207.0,75.56,29.87,149.86,110.8
2024-02-29,0.00016517901630885845,179.9,161.38,158.94,201.88,79.0896,92.24,203.72,76.37,31.25,148.14,111.58
2024-03-01,0.00016289409689806966,178.816,162.12,158.85,202.64,82.2556,95.06,200.0,76.59,31.94,150.44,111.95
2024-03-04,0.00016403672038101114,174.277,159.84,159.56,188.14,85.2128,96.0,200.54,75.77,33.48,152.41,113.69
2024-03-05,0.00016060786651395098,169.322,159.97,159.32,180.74,85.9436,95.56,201.14,73.47,33.34,149.86,112.87
2024-03-06,0.00015984549813108373,168.326,159.34,159.57,176.54,88.679,98.1,201.0,74.01,33.62,152.32,110.06
2024-03-07,0.00015908298386113628,168.206,158.87,160.62,178.65,92.6471,99.48,203.03,75.33,33.89,149.7,110.18
2024-03-08,0.00015908298386113628,169.928,159.52,160.35,175.34,87.5073,103.03,198.49,76.16,33.91,150.96,110.32
2024-03-11,0.00015946425923552,171.939,161.23,161.55,177.77,85.7538,111.98,192.49,74.97,35.24,149.8,112.31
2024-03-12,0.0001617511456717402,172.415,162.74,161.93,177.54,91.8913,110.43,184.24,76.36,33.88,150.6,112.46
2024-03-13,0.00016289409689806966,170.325,161.1,162.3,169.48,90.8664,106.51,182.35,78.68,34.37,151.49,112.5
2024-03-14,0.00016670156834108774,172.187,159.21,161.5,162.5,87.9232,103.46,181.15,78.42,34.21,149.36,112.06
2024-03-15,0.0001674626262520018,171.809,158.18,161.38,163.57,87.8157,103.85,182.53,77.15,33.88,150.77,111.95
2024-03-18,0.00016860394064277529,172.904,156.76,161.21,173.8,88.434,104.26,179.84,77.52,34.42,151.95,113.85
2024-03-19,0.00016708211546623275,175.252,156.21,161.83,171.32,89.3769,105.11,181.14,77.53,33.56,154.1,114.51
2024-03-20,0.00016594036504535836,177.83,155.76,161.99,175.66,90.3507,103.08,187.78,81.33,34.3,155.4,116.46
2024-03-21,0.00016594036504535836,170.564,155.75,161.86,172.82,91.4134,104.09,187.7,79.59,34.53,155.81,116.7
2024-03-22,0.00016403672038101114,171.47,155.23,161.66,170.83,94.2667,105.43,188.85,78.72,33.77,151.86,115.87
2024-03-25,0.00016517901630885845,170.048,155.22,160.19,172.63,94.9796,110.38,191.41,78.42,33.92,151.06,119.36
2024-03-26,0.0001647982873829168,168.912,155.77,160.55,177.67,92.5391,107.41,187.5,78.53,34.0,150.67,119.93
2024-03-27,0.00016327500779889093,172.495,157.96,162.61,179.83,90.2287,110.59,191.95,78.62,35.25,154.33,120.98
2024-03-28,0.00016327500779889093,170.674,158.19,162.25,175.79,90.3347,106.56,192.99,77.17,35.84,156.49,122.36
2024-04-01,0.00016822353883316765,169.232,157.78,160.58,175.22,90.3417,105.6,189.5,78.19,36.43,153.48,121.53
2024-04-02,0.00016936463533423485,168.046,157.73,160.57,166.63,89.4308,103.61,188.04,78.12,36.79,150.04,122.82
2024-04-03,0.00016936463533423485,168.852,154.26,156.15,168.38,88.943,101.21,184.92,75.64,37.23,149.75,118.98
2024-04-04,0.0001674626262520018,168.026,152.5,155.45,171.11,85.8847,102.27,183.29,74.81,37.72,147.95,117.09
2024-04-05,0.00017050540515683998,168.782,152.39,156.1,164.9,87.9872,102.88,183.14,75.28,39.65,150.15,118.38
2024-04-08,0.00017164584848816666,167.659,151.59,156.04,172.98,87.1123,105.14,181.56,74.38,39.4,150.36,117.35
2024-04-09,0.00016936463533423485,168.872,152.29,156.66,176.88,85.3338,111.6,178.12,74.92,39.67,150.19,117.97
2024-04-10,0.00017658400136788543,166.991,150.2,157.24,171.76,87.0185,107.14,174.63,71.98,39.06,145.55,117.19
2024-04-11,0.00017696360592567295,174.217,148.79,155.84,174.6,90.5946,107.01,173.36,71.57,39.07,146.86,117.15
2024-04-12,0.00017468543594945096,175.72,147.52,155.33,171.05,88.1652,105.14,169.55,70.0,38.64,144.81,114.01
2024-04-15,0.00017961982576042423,171.879,147.59,155.45,161.48,85.9806,103.86,167.82,68.57,38.44,142.39,112.95
2024-04-16,0.00018113687107490506,168.584,144.45,155.95,157.11,87.3943,103.79,170.55,68.7,38.11,140.35,113.88
2024-04-17,0.00017810220267189258,167.21,144.77,156.96,155.45,84.0151,103.44,170.21,69.41,38.56,140.94,112.94
2024-04-18,0.00017999914123811855,166.255,145.74,157.29,149.93,84.651,102.0,170.23,69.51,38.55,140.37,112.43
2024-04-19,0.00017924047417183786,164.156,147.91,158.14,147.0101,76.182,101.41,169.82,69.7,39.03,140.45,112.61
2024-04-22,0.00017924047417183786,165.061,149.12,160.54,142.05,79.4992,104.46,170.48,70.55,37.46,142.41,111.99
2024-04-23,0.00017886108646547605,166.115,149.56,161.5,144.68,82.4035,107.89,169.18,74.01,37.71,143.78,113.71
2024-04-24,0.0001803784206118042,168.226,148.53,162.6,162.13,79.6582,108.85,164.33,72.26,38.6,142.81,113.92
2024-04-25,0.0001822742761612428,169.092,146.82,162.55,170.18,82.6124,106.18,166.81,70.55,43.41,142.73,112.77
2024-04-26,0.00018113687107490506,168.505,146.14,161.29,168.29,87.7143,107.97,167.22,71.33,42.73,142.36,112.73
2024-04-29,0.00017961982576042423,172.685,146.82,161.66,194.05,87.7363,111.62,173.49,72.48,42.26,144.83,112.08
2024-04-30,0.00018189517720434978,169.529,144.59,163.2,183.28,86.3815,110.31,167.84,70.2,40.64,140.53,111.1
2024-05-01,0.00017961982576042423,168.505,151.18,163.4,179.99,83.0214,111.46,171.46,70.4,40.58,140.18,110.48
2024-05-02,0.00017772270657090417,172.217,149.92,163.84,180.01,85.7968,125.59,178.85,72.0,41.05,141.36,112.62
2024-05-03,0.00017468543594945096,182.518,149.27,164.46,181.19,88.768,125.0,179.79,74.46,40.66,142.93,113.66
2024-05-06,0.00017430561429154778,180.856,148.58,164.44,184.76,92.1182,122.13,178.35,77.37,41.39,144.44,116.47
2024-05-07,0.00017354586234641367,181.542,148.72,165.76,177.81,90.5327,121.07,176.71,77.05,41.44,147.95,105.39
2024-05-08,0.00017392575642616315,181.881,148.95,165.07,174.72,90.3907,121.89,180.35,62.73,41.54,147.88,105.44
2024-05-09,0.00017278596551562053,183.703,149.85,166.04,171.97,88.726,122.69,181.25,62.45,42.84,149.13,105.8
2024-05-10,0.00017468543594945096,182.436,149.91,166.85,168.47,89.8567,117.31,178.51,58.94,42.49,147.72,105.79
2024-05-13,0.00017392575642616315,185.657,151.22,165.87,171.89,90.3777,125.67,178.44,58.78,42.46,146.97,105.83
2024-05-14,0.00017278596551562053,186.802,151.38,165.76,177.55,91.3344,128.32,180.76,58.03,42.57,149.54,105.35
2024-05-15,0.00016936463533423485,189.085,152.67,166.51,173.99,94.6076,129.06,176.99,58.77,43.19,150.25,102.77
2024-05-16,0.00017012518483539019,189.205,154.28,167.86,174.84,94.3367,132.68,182.96,57.81,42.84,148.66,103.37
2024-05-17,0.00017164584848816666,189.234,154.64,167.64,177.46,92.4571,132.9,184.95,58.53,43.74,148.79,103.25
2024-05-20,0.00017240596275103215,190.4,151.27,167.31,174.95,94.7576,141.01,186.61,58.91,44.44,146.37,102.9
2024-05-21,0.00017126573697634484,191.706,151.24,168.35,186.6,95.3634,143.69,184.78,57.02,44.04,147.97,103.01
2024-05-22,0.0001720259237441013,190.26,153.5,167.81,180.11,94.9276,163.33,186.28,58.7,42.39,146.19,103.02
2024-05-23,0.00017354586234641367,186.254,149.7,165.49,173.74,103.774,164.01,172.21,57.64,41.23,144.66,100.66
2024-05-24,0.00017316593204519393,189.343,146.97,165.33,179.24,106.444,166.61,174.52,56.97,41.98,147.88,101.76
2024-05-28,0.00017620436064391676,189.353,144.38,163.11,176.75,113.874,153.2,175.08,58.19,42.4,147.18,102.44
2024-05-29,0.00017886108646547605,189.652,144.44,161.65,176.19,114.798,147.92,171.65,58.37,41.64,147.1,100.88
2024-05-30,0.00017658400136788543,190.649,145.28,162.58,178.79,110.474,151.49,172.75,58.54,41.89,148.44,101.7
2024-05-31,0.00017506522140675607,191.606,146.67,164.54,178.08,109.607,142.55,177.61,59.15,41.94,151.31,103.91
2024-06-03,0.00017126573697634484,193.38,147.74,164.65,176.29,114.973,147.82,184.57,59.7,41.89,151.6,102.77
2024-06-04,0.00016822353883316765,193.699,147.8,167.01,174.77,116.409,145.34,188.62,60.68,40.53,152.47,103.33
2024-06-05,0.00016670156834108774,195.214,145.97,166.05,175.0,122.412,154.84,189.85,61.25,41.1,153.45,101.5
2024-06-06,0.00016632098486990543,193.829,146.42,168.47,177.94,120.97,154.69,191.42,61.46,42.5,153.78,101.21
2024-06-07,0.0001720259237441013,196.23,147.08,167.06,177.48,120.86,151.01,190.24,61.59,40.36,151.79,101.54
2024-06-10,0.00017354586234641367,192.473,147.13,167.35,173.79,121.762,148.59,190.12,63.01,41.3,152.04,102.74
2024-06-11,0.00017050540515683998,206.457,146.76,167.48,170.66,120.892,148.39,185.5,63.82,40.65,150.78,100.87
2024-06-12,0.0001674626262520018,212.357,145.41,165.18,177.29,125.18,147.72,182.67,65.47,40.99,153.16,100.8
2024-06-13,0.0001647982873829168,213.522,145.45,166.41,182.47,129.59,145.23,180.7,64.69,40.56,151.87,100.09
2024-06-14,0.00016327500779889093,211.778,145.54,166.79,178.01,131.86,140.03,177.27,67.66,40.82,148.83,99.97
2024-06-17,0.00016632098486990543,215.945,145.95,167.5,187.44,130.96,137.9,178.39,66.52,40.91,147.67,101.52
2024-06-18,0.00016403672038101114,213.572,145.65,168.56,184.86,135.559,133.27,174.99,64.25,41.79,146.92,101.5
2024-06-20,0.00016517901630885845,208.978,147.78,167.67,181.57,130.76,134.4,176.3,63.88,42.81,146.24,101.84
2024-06-21,0.00016517901630885845,206.795,148.75,168.26,183.01,126.55,133.4,176.56,65.03,42.26,146.16,102.27
2024-06-24,0.00016517901630885845,207.443,149.12,168.45,182.58,118.092,137.0,179.1,64.31,42.6,150.45,101.98
2024-06-25,0.00016441752207607685,208.369,147.19,166.85,187.35,126.07,137.6,175.1,64.78,41.9,147.87,102.2
2024-06-26,0.0001678431007052783,212.535,146.87,167.45,196.37,126.38,122.45,178.5,65.45,41.45,147.59,102.18
2024-06-27,0.00016670156834108774,213.382,145.8,166.62,197.42,123.97,121.18,182.51,66.37,41.84,149.81,102.17
2024-06-28,0.00016936463533423485,209.914,146.16,164.92,197.88,123.52,118.75,182.01,66.05,41.87,151.8,99.29
2024-07-01,0.00017392575642616315,216.023,146.44,162.72,209.86,124.28,115.95,186.7,64.63,41.65,146.52,98.04
2024-07-02,0.0001720259237441013,219.532,146.03,163.9,231.26,122.652,117.07,185.42,66.06,41.71,147.78,97.99
2024-07-03,0.00016936463533423485,220.808,145.69,163.83,246.39,128.26,115.95,184.31,66.73,43.45,148.26,98.61
2024-07-05,0.00016632098486990543,225.582,146.48,165.21,251.52,125.81,118.32,184.83,67.63,44.51,146.09,97.99
2024-07-08,0.00016632098486990543,227.057,145.48,166.52,252.94,128.18,116.45,185.84,67.34,44.13,146.87,97.37
2024-07-09,0.00016708211546623275,227.914,147.05,165.66,262.33,131.36,116.07,183.24,66.13,43.89,147.57,97.05
2024-07-10,0.00016632098486990543,232.2,149.43,166.8,263.26,134.889,117.44,183.73,65.61,45.46,148.44,96.97
2024-07-11,0.00016327500779889093,226.808,149.7,165.54,241.03,127.38,122.82,183.91,65.31,47.17,148.8,96.6
2024-07-12,0.00016251314958126706,229.767,149.88,166.61,248.23,129.22,121.46,182.31,64.89,47.51,149.48,97.13
2024-07-15,0.00016441752207607685,233.615,149.24,164.58,252.64,128.42,121.48,179.11,64.21,47.35,150.06,96.87
2024-07-16,0.00016213216584137768,234.034,151.01,166.95,256.56,126.34,125.14,186.05,69.72,48.32,151.51,98.47
2024-07-17,0.0001617511456717402,228.113,156.58,169.44,248.5,117.972,124.055,184.84,64.81,48.27,154.9,97.31
2024-07-18,0.00016327500779889093,223.429,155.42,168.44,249.23,121.072,121.32,180.23,63.11,47.51,153.11,96.79
