riskhater_wealth,riskhater_creturns,naive_wealth,naive_creturns,markowitzsavvy1_wealth,markowitzsavvy1_creturns,markowitzsavvy2_wealth,markowitzsavvy2_creturns,markowitzsavvy3_wealth,markowitzsavvy3_creturns
1,0,1,0,1,0,1,0,1,0
1.00011,0.00011152,1.0086,0.0085974,1.00011,0.00011152,1.00011,0.00011152,1.00011,0.00011152
1.00022,0.000223052,1.00534,0.00533602,1.00022,0.000223052,1.00022,0.000223052,1.00022,0.000223052
1.00034,0.00033614,1.01347,0.0134713,1.00034,0.00033614,1.00034,0.00033614,1.00034,0.00033614
1.00045,0.000450013,1.02147,0.0214736,1.00045,0.000450013,1.00045,0.000450013,1.00045,0.000450013
1.00056,0.000563899,0.988275,-0.0117247,1.00056,0.000563899,1.00056,0.000563899,1.00056,0.000563899
1.00068,0.000677025,0.959656,-0.0403443,1.00068,0.000677025,1.00068,0.000677025,1.00068,0.000677025
1.00079,0.000789007,0.966918,-0.0330817,1.00079,0.000789007,1.00079,0.000789007,1.00079,0.000789007
1.0009,0.000899456,0.943282,-0.0567184,1.0009,0.000899456,1.0009,0.000899456,1.0009,0.000899456
1.00101,0.00100799,0.928355,-0.0716455,1.00101,0.00100799,1.00101,0.00100799,1.00101,0.00100799
1.00112,0.0011173,0.907954,-0.0920457,1.00112,0.0011173,1.00112,0.0011173,1.00112,0.0011173
1.00123,0.00122663,0.883362,-0.116638,1.00123,0.00122663,1.00123,0.00122663,1.00123,0.00122663
1.00133,0.00133403,0.920111,-0.0798892,1.00133,0.00133403,1.00133,0.00133403,1.00133,0.00133403
1.00144,0.00144415,0.928531,-0.0714691,1.00144,0.00144415,1.00144,0.00144415,1.00144,0.00144415
1.00155,0.00155274,0.931176,-0.0688243,1.00155,0.00155274,1.00155,0.00155274,1.00155,0.00155274
1.00166,0.00165941,0.945908,-0.0540917,1.00166,0.00165941,1.00166,0.00165941,1.00166,0.00165941
1.00176,0.00176492,0.938784,-0.0612163,1.00176,0.00176492,1.00176,0.00176492,1.00176,0.00176492
1.00187,0.00186929,0.913131,-0.0868693,1.00187,0.00186929,1.00187,0.00186929,1.00187,0.00186929
1.00197,0.00196979,0.947963,-0.0520369,1.00197,0.00196979,1.00197,0.00196979,1.00197,0.00196979
1.00207,0.00207456,0.956664,-0.0433363,1.00207,0.00207456,1.00207,0.00207456,1.00207,0.00207456
1.00218,0.00218051,0.968134,-0.0318656,1.00218,0.00218051,1.00218,0.00218051,1.00218,0.00218051
1.00229,0.00228763,0.971252,-0.0287476,1.00229,0.00228763,1.00229,0.00228763,1.00229,0.00228763
1.0024,0.00239515,0.978984,-0.0210156,1.0024,0.00239515,1.0024,0.00239515,1.0024,0.00239515
1.0025,0.00250268,0.98418,-0.0158199,1.0025,0.00250268,1.0025,0.00250268,1.0025,0.00250268
1.00261,0.00260906,0.969059,-0.0309414,1.00261,0.00260906,1.00261,0.00260906,1.00261,0.00260906
1.00272,0.00271545,0.974633,-0.0253665,1.00272,0.00271545,1.00272,0.00271545,1.00272,0.00271545
1.00282,0.00282224,0.976096,-0.0239042,1.00282,0.00282224,1.00282,0.00282224,1.00282,0.00282224
1.00293,0.00292943,0.981075,-0.0189245,1.00293,0.00292943,1.00293,0.00292943,1.00293,0.00292943
1.00304,0.0030374,0.979817,-0.0201827,1.00304,0.0030374,1.00304,0.0030374,1.00304,0.0030374
1.00315,0.00314694,0.962814,-0.0371859,1.00315,0.00314694,1.00315,0.00314694,1.00315,0.00314694
1.00325,0.00325455,0.961681,-0.0383195,1.00325,0.00325455,1.00325,0.00325455,1.00325,0.00325455
1.00336,0.00336294,0.965258,-0.0347417,1.00336,0.00336294,1.00336,0.00336294,1.00336,0.00336294
1.00347,0.0034698,0.979558,-0.0204415,1.00347,0.0034698,1.00347,0.0034698,1.00347,0.0034698
1.00358,0.00357822,0.963083,-0.0369169,1.00358,0.00357822,1.00358,0.00357822,1.00358,0.00357822
1.00369,0.00368627,0.961834,-0.0381659,1.00369,0.00368627,1.00369,0.00368627,1.00369,0.00368627
1.00379,0.00379316,0.986759,-0.0132408,1.00379,0.00379316,1.00379,0.00379316,1.00379,0.00379316
1.0039,0.00389929,1.00633,0.00632803,1.0039,0.00389929,1.0039,0.00389929,1.0039,0.00389929
1.004,0.00400271,1.00732,0.00731727,1.004,0.00400271,1.004,0.00400271,1.004,0.00400271
1.00411,0.00410886,1.01834,0.0183399,1.00411,0.00410886,1.00411,0.00410886,1.00411,0.00410886
1.00422,0.00421619,1.03114,0.0311417,1.00422,0.00421619,1.00422,0.00421619,1.00422,0.00421619
1.00432,0.00432275,1.03595,0.0359531,1.00432,0.00432275,1.00432,0.00432275,1.00432,0.00432275
1.00443,0.00442893,1.02028,0.0202826,1.00443,0.00442893,1.00443,0.00442893,1.00443,0.00442893
1.00453,0.00453319,1.02768,0.0276806,1.00453,0.00453319,1.00453,0.00453319,1.00453,0.00453319
1.00464,0.00463668,1.02618,0.0261813,1.00464,0.00463668,1.00464,0.00463668,1.00464,0.00463668
1.00474,0.00474095,1.03555,0.0355512,1.00474,0.00474095,1.00474,0.00474095,1.00474,0.00474095
1.00485,0.00484641,1.03391,0.0339093,1.00485,0.00484641,1.00485,0.00484641,1.00485,0.00484641
1.00495,0.00495303,1.04043,0.0404335,1.00495,0.00495303,1.00495,0.00495303,1.00495,0.00495303
1.00506,0.00505773,1.0564,0.0564015,1.00506,0.00505773,1.00506,0.00505773,1.00506,0.00505773
1.00516,0.00516244,1.05881,0.0588133,1.00516,0.00516244,1.00516,0.00516244,1.00516,0.00516244
1.00527,0.00526677,1.0565,0.0565003,1.00527,0.00526677,1.00527,0.00526677,1.00527,0.00526677
1.00537,0.00537111,1.04924,0.0492397,1.00537,0.00537111,1.00537,0.00537111,1.00537,0.00537111
1.00548,0.00547702,1.06476,0.0647601,1.00548,0.00547702,1.00548,0.00547702,1.00548,0.00547702
1.00558,0.00558138,1.07409,0.0740928,1.00558,0.00558138,1.00558,0.00558138,1.00558,0.00558138
1.00569,0.00568653,1.0775,0.0774974,1.00569,0.00568653,1.00569,0.00568653,1.00569,0.00568653
1.00579,0.00579053,1.07475,0.0747497,1.00579,0.00579053,1.00579,0.00579053,1.00579,0.00579053
1.0059,0.00589648,1.07816,0.0781582,1.0059,0.00589648,1.0059,0.00589648,1.0059,0.00589648
1.006,0.006004,1.07168,0.0716812,1.006,0.006004,1.006,0.006004,1.006,0.006004
1.00611,0.00611269,1.06317,0.0631669,1.00611,0.00611269,1.00611,0.00611269,1.00611,0.00611269
1.00622,0.00621984,1.06194,0.0619404,1.00622,0.00621984,1.00622,0.00621984,1.00622,0.00621984
1.00633,0.00632701,1.05216,0.0521643,1.00633,0.00632701,1.00633,0.00632701,1.00633,0.00632701
1.00643,0.00643301,1.04702,0.0470229,1.00643,0.00643301,1.00643,0.00643301,1.00643,0.00643301
1.00654,0.00653709,1.05349,0.0534903,1.00654,0.00653709,1.00654,0.00653709,1.00654,0.00653709
1.00664,0.00664039,1.06514,0.065139,1.00664,0.00664039,1.00664,0.00664039,1.00664,0.00664039
1.00674,0.00674449,1.05965,0.0596484,1.00674,0.00674449,1.00674,0.00674449,1.00674,0.00674449
1.00685,0.00684743,1.07058,0.0705763,1.00685,0.00684743,1.00685,0.00684743,1.00685,0.00684743
1.00695,0.00695037,1.07214,0.0721381,1.00695,0.00695037,1.00695,0.00695037,1.00695,0.00695037
1.00705,0.00705411,1.07432,0.0743175,1.00705,0.00705411,1.00705,0.00705411,1.00705,0.00705411
1.00716,0.0071563,1.06884,0.0688371,1.00716,0.0071563,1.00716,0.0071563,1.00716,0.0071563
1.00726,0.00725889,1.06138,0.0613785,1.00726,0.00725889,1.00726,0.00725889,1.00726,0.00725889
1.00736,0.00736188,1.06328,0.0632805,1.00736,0.00736188,1.00736,0.00736188,1.00736,0.00736188
1.00746,0.00746216,1.07289,0.0728896,1.00746,0.00746216,1.00746,0.00746216,1.00746,0.00746216
1.00756,0.00756244,1.05628,0.0562791,1.00756,0.00756244,1.00756,0.00756244,1.00756,0.00756244
1.00766,0.00765883,1.05804,0.0580358,1.00766,0.00765883,1.00766,0.00765883,1.00766,0.00765883
1.00775,0.00775484,1.07209,0.0720927,1.00775,0.00775484,1.00775,0.00775484,1.00775,0.00775484
1.00785,0.00785008,1.0717,0.0717046,1.00785,0.00785008,1.00785,0.00785008,1.00785,0.00785008
1.00794,0.00794454,1.07858,0.078577,1.00794,0.00794454,1.00794,0.00794454,1.00794,0.00794454
1.00804,0.00803902,1.0882,0.0882002,1.00804,0.00803902,1.00804,0.00803902,1.00804,0.00803902
1.00813,0.00813428,1.09672,0.0967217,1.00813,0.00813428,1.00813,0.00813428,1.00813,0.00813428
1.00823,0.00823268,1.09079,0.0907873,1.00823,0.00823268,1.00823,0.00823268,1.00823,0.00823268
1.00833,0.0083307,1.10402,0.104021,1.00833,0.0083307,1.00833,0.0083307,1.00833,0.0083307
1.00843,0.00843029,1.10432,0.104318,1.00843,0.00843029,1.00843,0.00843029,1.00843,0.00843029
1.00853,0.00852949,1.12154,0.121538,1.00853,0.00852949,1.00853,0.00852949,1.00853,0.00852949
1.00863,0.00862832,1.12583,0.125829,1.00863,0.00862832,1.00863,0.00862832,1.00863,0.00862832
1.00873,0.00872794,1.12323,0.123229,1.00873,0.00872794,1.00873,0.00872794,1.00873,0.00872794
1.00883,0.00882718,1.12713,0.127125,1.00883,0.00882718,1.00883,0.00882718,1.00883,0.00882718
1.00893,0.00892525,1.12134,0.121336,1.00893,0.00892525,1.00893,0.00892525,1.00893,0.00892525
1.00902,0.00902451,1.13334,0.133338,1.00902,0.00902451,1.00902,0.00902451,1.00902,0.00902451
1.00913,0.00912573,1.13719,0.13719,1.00913,0.00912573,1.00913,0.00912573,1.00913,0.00912573
1.00923,0.00922657,1.12932,0.129324,1.00923,0.00922657,1.00923,0.00922657,1.00923,0.00922657
1.00933,0.00932937,1.12897,0.128973,1.00933,0.00932937,1.00933,0.00932937,1.00933,0.00932937
1.00943,0.00943179,1.12497,0.124966,1.00943,0.00943179,1.00943,0.00943179,1.00943,0.00943179
1.00953,0.00953344,1.12368,0.12368,1.00953,0.00953344,1.00953,0.00953344,1.00953,0.00953344
1.00964,0.00963588,1.13127,0.131274,1.00964,0.00963588,1.00964,0.00963588,1.00964,0.00963588
1.00974,0.00973755,1.13398,0.133979,1.00974,0.00973755,1.00974,0.00973755,1.00974,0.00973755
1.00984,0.00983767,1.12799,0.12799,1.00984,0.00983767,1.00984,0.00983767,1.00984,0.00983767
1.00994,0.00993819,1.12579,0.125795,1.00994,0.00993819,1.00994,0.00993819,1.00994,0.00993819
1.01004,0.0100375,1.12082,0.120825,1.01004,0.0100375,1.01004,0.0100375,1.01004,0.0100375
1.01014,0.0101381,1.12983,0.129828,1.01014,0.0101381,1.01014,0.0101381,1.01014,0.0101381
1.01024,0.0102375,1.13276,0.132759,1.01024,0.0102375,1.01024,0.0102375,1.01024,0.0102375
1.01034,0.0103372,1.14624,0.146244,1.01034,0.0103372,1.01034,0.0103372,1.01034,0.0103372
1.01044,0.0104382,1.15348,0.153476,1.01044,0.0104382,1.01044,0.0104382,1.01044,0.0104382
1.01054,0.0105388,1.14797,0.147973,1.01054,0.0105388,1.01054,0.0105388,1.01054,0.0105388
1.01064,0.0106382,1.1205,0.120496,1.01064,0.0106382,1.01064,0.0106382,1.01064,0.0106382
1.01074,0.0107353,1.11698,0.116975,1.01074,0.0107353,1.01074,0.0107353,1.01074,0.0107353
1.01083,0.0108339,1.10784,0.107842,1.01083,0.0108339,1.01083,0.0108339,1.01083,0.0108339
1.01093,0.010931,1.1145,0.114502,1.01093,0.010931,1.01093,0.010931,1.01093,0.010931
1.01103,0.0110289,1.08851,0.0885095,1.01103,0.0110289,1.01103,0.0110289,1.01103,0.0110289
1.01112,0.0111241,1.09442,0.0944176,1.01112,0.0111241,1.01112,0.0111241,1.01112,0.0111241
1.01122,0.01122,1.09883,0.0988308,1.01122,0.01122,1.01122,0.01122,1.01122,0.01122
1.01131,0.011314,1.10806,0.108062,1.01131,0.011314,1.01131,0.011314,1.01131,0.011314
1.01141,0.0114092,1.09582,0.0958247,1.01141,0.0114092,1.01141,0.0114092,1.01141,0.0114092
1.0115,0.011504,1.08089,0.0808866,1.0115,0.011504,1.0115,0.011504,1.0115,0.011504
1.0116,0.0115996,1.08905,0.089048,1.0116,0.0115996,1.0116,0.0115996,1.0116,0.0115996
1.0117,0.011696,1.07776,0.0777575,1.0117,0.011696,1.0117,0.011696,1.0117,0.011696
1.01179,0.0117908,1.06989,0.0698874,1.01179,0.0117908,1.01179,0.0117908,1.01179,0.0117908
1.01188,0.0118825,1.07109,0.0710878,1.01188,0.0118825,1.01188,0.0118825,1.01188,0.0118825
1.01197,0.0119746,1.06413,0.0641337,1.01197,0.0119746,1.01197,0.0119746,1.01197,0.0119746
1.01206,0.0120643,1.05147,0.0514743,1.01206,0.0120643,1.01206,0.0120643,1.01206,0.0120643
1.01215,0.0121537,1.05455,0.0545543,1.01215,0.0121537,1.01215,0.0121537,1.01215,0.0121537
1.01224,0.0122419,1.04263,0.0426273,1.01224,0.0122419,1.01224,0.0122419,1.01224,0.0122419
1.01233,0.012327,1.03244,0.0324437,1.01233,0.012327,1.01233,0.012327,1.01233,0.012327
1.01241,0.0124093,1.05717,0.0571701,1.01241,0.0124093,1.01241,0.0124093,1.01241,0.0124093
1.01249,0.0124935,1.06305,0.0630453,1.01249,0.0124935,1.01249,0.0124935,1.01249,0.0124935
1.01258,0.0125778,1.07744,0.0774412,1.01258,0.0125778,1.01258,0.0125778,1.01258,0.0125778
1.01266,0.0126621,1.0851,0.0851012,1.01266,0.0126621,1.01266,0.0126621,1.01266,0.0126621
1.01275,0.0127453,1.08034,0.0803426,1.01275,0.0127453,1.01275,0.0127453,1.01275,0.0127453
1.01283,0.0128308,1.08482,0.0848198,1.01283,0.0128308,1.01283,0.0128308,1.01283,0.0128308
1.01292,0.0129163,1.08393,0.0839313,1.01292,0.0129163,1.01292,0.0129163,1.01292,0.0129163
1.013,0.013001,1.09127,0.091273,1.013,0.013001,1.013,0.013001,1.013,0.013001
1.01308,0.0130845,1.08383,0.0838324,1.01308,0.0130845,1.01308,0.0130845,1.01308,0.0130845
1.01317,0.0131677,1.09499,0.0949933,1.01317,0.0131677,1.01317,0.0131677,1.01317,0.0131677
1.01325,0.0132508,1.10362,0.103622,1.01325,0.0132508,1.01325,0.0132508,1.01325,0.0132508
1.01333,0.0133328,1.11078,0.110781,1.01333,0.0133328,1.01333,0.0133328,1.01333,0.0133328
1.01341,0.0134136,1.11517,0.115174,1.01341,0.0134136,1.01341,0.0134136,1.01341,0.0134136
1.01349,0.0134937,1.10802,0.108021,1.01349,0.0134937,1.01349,0.0134937,1.01349,0.0134937
1.01358,0.0135761,1.10347,0.103469,1.01358,0.0135761,1.01358,0.0135761,1.01358,0.0135761
1.01366,0.0136565,1.08788,0.0878811,1.01366,0.0136565,1.01366,0.0136565,1.01366,0.0136565
1.01374,0.0137362,1.09352,0.0935165,1.01374,0.0137362,1.01374,0.0137362,1.01374,0.0137362
1.01382,0.0138178,1.10115,0.101151,1.01382,0.0138178,1.01382,0.0138178,1.01382,0.0138178
1.0139,0.0138979,1.10283,0.102831,1.0139,0.0138979,1.0139,0.0138979,1.0139,0.0138979
1.01398,0.0139776,1.10729,0.107289,1.01398,0.0139776,1.01398,0.0139776,1.01398,0.0139776
1.01406,0.0140584,1.1092,0.109201,1.01406,0.0140584,1.01406,0.0140584,1.01406,0.0140584
1.01414,0.0141373,1.12721,0.127211,1.01414,0.0141373,1.01414,0.0141373,1.01414,0.0141373
1.01422,0.0142154,1.11971,0.119705,1.01422,0.0142154,1.01422,0.0142154,1.01422,0.0142154
1.0143,0.0142967,1.11221,0.112215,1.0143,0.0142967,1.0143,0.0142967,1.0143,0.0142967
1.01438,0.0143784,1.11819,0.118186,1.01438,0.0143784,1.01438,0.0143784,1.01438,0.0143784
1.01446,0.0144609,1.12309,0.123086,1.01446,0.0144609,1.01446,0.0144609,1.01446,0.0144609
1.01454,0.0145434,1.12587,0.125874,1.01454,0.0145434,1.01454,0.0145434,1.01454,0.0145434
1.01463,0.0146282,1.12616,0.126156,1.01463,0.0146282,1.01463,0.0146282,1.01463,0.0146282
1.01471,0.0147127,1.13456,0.13456,1.01471,0.0147127,1.01471,0.0147127,1.01471,0.0147127
1.0148,0.014796,1.1277,0.127695,1.0148,0.014796,1.0148,0.014796,1.0148,0.014796
1.01488,0.0148809,1.1312,0.131198,1.01488,0.0148809,1.01488,0.0148809,1.01488,0.0148809
1.01496,0.014963,1.13396,0.13396,1.01496,0.014963,1.01496,0.014963,1.01496,0.014963
1.01504,0.0150443,1.13075,0.130754,1.01504,0.0150443,1.01504,0.0150443,1.01504,0.0150443
1.01513,0.0151261,1.13407,0.134069,1.01513,0.0151261,1.01513,0.0151261,1.01513,0.0151261
1.01521,0.0152078,1.13484,0.13484,1.01521,0.0152078,1.01521,0.0152078,1.01521,0.0152078
1.01529,0.0152908,1.14045,0.140452,1.01529,0.0152908,1.01529,0.0152908,1.01529,0.0152908
1.01537,0.0153725,1.11463,0.114628,1.01537,0.0153725,1.01537,0.0153725,1.01537,0.0153725
1.01546,0.0154555,1.11974,0.119739,1.01546,0.0154555,1.01546,0.0154555,1.01546,0.0154555
1.01554,0.0155384,1.12049,0.120485,1.01554,0.0155384,1.01554,0.0155384,1.01554,0.0155384
1.01562,0.0156206,1.12376,0.123761,1.01562,0.0156206,1.01562,0.0156206,1.01562,0.0156206
1.0157,0.0157028,1.11285,0.112853,1.0157,0.0157028,1.0157,0.0157028,1.0157,0.0157028
1.01578,0.0157834,1.10732,0.107319,1.01578,0.0157834,1.01578,0.0157834,1.01578,0.0157834
1.01586,0.0158593,1.10113,0.101126,1.01586,0.0158593,1.01586,0.0158593,1.01586,0.0158593
1.01593,0.0159336,1.07258,0.0725796,1.01593,0.0159336,1.01593,0.0159336,1.01593,0.0159336
1.016,0.0160035,1.08418,0.0841786,1.016,0.0160035,1.016,0.0160035,1.016,0.0160035
1.01607,0.0160727,1.09263,0.0926257,1.01607,0.0160727,1.01607,0.0160727,1.01607,0.0160727
1.01614,0.016141,1.1133,0.113302,1.01614,0.016141,1.01614,0.016141,1.01614,0.016141
1.01621,0.0162098,1.11277,0.112773,1.01621,0.0162098,1.01621,0.0162098,1.01621,0.0162098
1.01628,0.0162794,1.09928,0.0992797,1.01628,0.0162794,1.01628,0.0162794,1.01628,0.0162794
1.01635,0.0163454,1.11323,0.113229,1.01635,0.0163454,1.01635,0.0163454,1.01635,0.0163454
1.01641,0.0164126,1.08202,0.0820249,1.01641,0.0164126,1.01641,0.0164126,1.01641,0.0164126
1.01648,0.0164762,1.08221,0.0822058,1.01648,0.0164762,1.01648,0.0164762,1.01648,0.0164762
1.01654,0.016537,1.10251,0.102514,1.01654,0.016537,1.01654,0.016537,1.01654,0.016537
1.0166,0.0165991,1.11824,0.118238,1.0166,0.0165991,1.0166,0.0165991,1.0166,0.0165991
1.01666,0.0166631,1.12154,0.121537,1.01666,0.0166631,1.01666,0.0166631,1.01666,0.0166631
1.01673,0.0167252,1.13044,0.130439,1.01673,0.0167252,1.01673,0.0167252,1.01673,0.0167252
1.01679,0.0167888,1.13488,0.134884,1.01679,0.0167888,1.01679,0.0167888,1.01679,0.0167888
1.01685,0.0168537,1.11109,0.111091,1.01685,0.0168537,1.01685,0.0168537,1.01685,0.0168537
1.01691,0.0169145,1.13277,0.132765,1.01691,0.0169145,1.01691,0.0169145,1.01691,0.0169145
1.01698,0.0169762,1.13219,0.132191,1.02037,0.0203686,1.03481,0.0348143,1.19733,0.197329
1.01704,0.0170359,1.13623,0.136231,1.01974,0.0197388,1.0312,0.0312034,1.15446,0.154462
1.01709,0.0170948,1.14594,0.145937,1.01722,0.0172194,1.01758,0.0175847,0.99978,-0.000220421
1.01715,0.0171549,1.14895,0.148953,1.0134,0.0134006,0.997269,-0.00273129,0.797488,-0.202512
1.01721,0.017215,1.1394,0.139398,1.01321,0.0132124,0.996045,-0.0039546,0.787172,-0.212828
1.01727,0.0172739,1.15098,0.150983,1.01651,0.0165054,1.01278,0.0127825,0.920424,-0.0795758
1.01733,0.0173328,1.16239,0.16239,1.01494,0.0149444,1.00437,0.00437462,0.842722,-0.157278
1.0174,0.0173957,1.16016,0.160155,1.01203,0.0120264,0.988911,-0.0110891,0.711037,-0.288963
1.01746,0.0174578,1.15862,0.158618,1.00279,0.0027945,0.941203,-0.058797,0.363801,-0.636199
1.01752,0.0175231,1.16641,0.16641,0.990683,-0.00931718,0.880988,-0.119012,0.128119,-0.871881
1.01759,0.0175919,1.17712,0.177124,0.993503,-0.00649746,0.893998,-0.106002,0.147193,-0.852807
1.01766,0.017662,1.17988,0.179883,0.997639,-0.00236092,0.913446,-0.0865542,0.179523,-0.820477
1.01773,0.0177337,1.17353,0.173533,0.992266,-0.00773431,0.887079,-0.112921,0.126922,-0.873078
1.01781,0.0178097,1.16935,0.169346,0.990564,-0.00943599,0.878695,-0.121305,0.114676,-0.885324
1.01788,0.0178833,1.17752,0.177515,0.991261,-0.00873857,0.881707,-0.118293,0.118583,-0.881417
1.01796,0.0179558,1.17848,0.178483,0.99045,-0.00955022,0.877606,-0.122394,0.112918,-0.887082
1.01803,0.0180278,1.17497,0.174967,0.989974,-0.0100264,0.8751,-0.1249,0.10958,-0.89042
1.0181,0.0180995,1.16863,0.16863,0.987596,-0.0124038,0.863691,-0.136309,0.0950387,-0.904961
1.01817,0.0181692,1.1679,0.167901,0.987381,-0.0126188,0.862441,-0.137559,0.0935871,-0.906413
1.01824,0.0182381,1.15478,0.154781,0.989218,-0.0107821,0.870678,-0.129322,0.102578,-0.897422
1.0183,0.0183038,1.16384,0.163835,0.991663,-0.00833655,0.881794,-0.118206,0.115768,-0.884232
1.01837,0.0183732,1.1625,0.162502,0.989844,-0.0101557,0.872976,-0.127024,0.103975,-0.896025
1.01844,0.0184413,1.15102,0.15102,0.987511,-0.0124889,0.861847,-0.138153,0.0904953,-0.909505
1.01851,0.018509,1.15356,0.153556,0.990956,-0.00904379,0.877492,-0.122508,0.107067,-0.892933
1.01858,0.0185764,1.14422,0.144222,0.990129,-0.00987053,0.873376,-0.126624,0.101919,-0.898081
1.01864,0.0186425,1.13604,0.136035,0.983098,-0.0169024,0.840397,-0.159603,0.0629178,-0.937082
1.01871,0.0187067,1.14342,0.14342,0.989406,-0.0105937,0.868585,-0.131415,0.0842281,-0.915772
1.01877,0.0187685,1.15591,0.155906,0.995374,-0.00462586,0.89591,-0.10409,0.110971,-0.889029
1.01883,0.0188294,1.15875,0.158749,0.992586,-0.00741382,0.882495,-0.117505,0.0941138,-0.905886
1.01889,0.018892,1.14462,0.144618,0.990445,-0.00955454,0.87225,-0.12775,0.0830123,-0.916988
1.01895,0.0189538,1.1428,0.142799,0.993484,-0.00651646,0.886093,-0.113907,0.0962868,-0.903713
1.01902,0.0190176,1.14839,0.148394,0.99586,-0.00413955,0.897022,-0.102978,0.108244,-0.891756
1.01908,0.0190846,1.15466,0.154659,0.994318,-0.00568233,0.889431,-0.110569,0.0989081,-0.901092
1.01916,0.0191551,1.1675,0.167498,0.987392,-0.0126079,0.856348,-0.143652,0.0615909,-0.938409
1.01923,0.0192261,1.16267,0.162669,0.982495,-0.0175052,0.833583,-0.166417,0.0449709,-0.955029
1.0193,0.0192963,1.17101,0.171006,0.984773,-0.0152271,0.843572,-0.156428,0.0503994,-0.949601
1.01937,0.0193668,1.15249,0.152486,0.988686,-0.0113138,0.86108,-0.13892,0.0609596,-0.93904
1.01944,0.0194374,1.16013,0.160127,0.991622,-0.008378,0.874369,-0.125631,0.0704479,-0.929552
1.01951,0.0195096,1.16426,0.164261,0.988667,-0.0113332,0.860279,-0.139721,0.0589036,-0.941096
1.01958,0.019581,1.17297,0.172974,0.99111,-0.00889041,0.871288,-0.128712,0.0665003,-0.9335
1.01965,0.019652,1.1999,0.199896,0.992716,-0.00728384,0.878512,-0.121488,0.0720415,-0.927959
1.01972,0.019723,1.21477,0.214766,0.990543,-0.00945746,0.868055,-0.131945,0.0633119,-0.936688
1.0198,0.0197951,1.21818,0.218178,0.993525,-0.00647491,0.881656,-0.118344,0.0733189,-0.926681
1.01987,0.0198693,1.20722,0.207224,0.988232,-0.0117678,0.856421,-0.143579,0.0520057,-0.947994
1.01994,0.0199431,1.21253,0.21253,0.991005,-0.00899539,0.868916,-0.131084,0.0596594,-0.940341
1.02001,0.0200145,1.20868,0.208685,0.997057,-0.00294331,0.896785,-0.103215,0.0790005,-0.921
1.02008,0.0200824,1.21089,0.21089,0.997373,-0.00262731,0.898032,-0.101968,0.080064,-0.919936
1.02015,0.0201518,1.21934,0.219343,0.986659,-0.0133413,0.846717,-0.153283,0.0336961,-0.966304
1.02022,0.0202236,1.21149,0.211494,0.982278,-0.0177219,0.826525,-0.173475,0.0255357,-0.974464
1.0203,0.0202982,1.20865,0.208646,0.985416,-0.0145839,0.8403,-0.1597,0.0298312,-0.970169
1.02037,0.0203709,1.21952,0.21952,0.98438,-0.0156203,0.835352,-0.164648,0.0280326,-0.971967
1.02045,0.0204479,1.22564,0.225641,0.989295,-0.0107053,0.857296,-0.142704,0.0354786,-0.964521
1.02053,0.0205257,1.23926,0.23926,0.990967,-0.00903274,0.864738,-0.135262,0.0385769,-0.961423
1.0206,0.0206027,1.25347,0.253467,0.99885,-0.00115021,0.901094,-0.0989057,0.0549927,-0.945007
1.02068,0.0206781,1.25559,0.255586,0.994787,-0.00521338,0.881309,-0.118691,0.0427177,-0.957282
1.02075,0.0207512,1.26387,0.263871,0.992389,-0.00761103,0.869761,-0.130239,0.0370194,-0.962981
1.02083,0.0208251,1.27567,0.275668,0.996848,-0.00315192,0.89025,-0.10975,0.0458307,-0.954169
1.0209,0.0208977,1.27161,0.27161,1.00016,0.000159086,0.905668,-0.0943319,0.0538415,-0.946159
1.02097,0.0209696,1.27481,0.274807,0.999409,-0.000590674,0.901793,-0.0982066,0.0514738,-0.948526
1.02104,0.0210391,1.26987,0.269865,0.999039,-0.000960809,0.899762,-0.100238,0.0502682,-0.949732
1.02111,0.0211102,1.26986,0.269857,0.995952,-0.0040483,0.884757,-0.115243,0.0417466,-0.958253
1.02118,0.0211813,1.27718,0.277181,0.996887,-0.00311295,0.888896,-0.111104,0.0436976,-0.956302
1.02125,0.021252,1.28537,0.285366,0.997345,-0.00265467,0.890796,-0.109204,0.0446159,-0.955384
1.02132,0.0213219,1.28855,0.288552,0.999499,-0.000501452,0.900715,-0.0992845,0.0496183,-0.950382
1.02139,0.021393,1.28621,0.286208,1.00001,8.27388e-06,0.90288,-0.0971199,0.0507944,-0.949206
1.02146,0.0214645,1.27369,0.273693,1.00221,0.00221463,0.913168,-0.0868316,0.0566239,-0.943376
1.02154,0.021538,1.28484,0.284839,1.0023,0.00229539,0.913276,-0.0867241,0.0566542,-0.943346
1.02161,0.0216072,1.29451,0.29451,1.00425,0.00425132,0.922439,-0.0775608,0.0623738,-0.937626
1.02168,0.0216783,1.28981,0.289807,1.00838,0.00837579,0.94224,-0.0577605,0.075893,-0.924107
1.02175,0.0217506,1.28921,0.289213,1.00865,0.00865329,0.943328,-0.0566721,0.0767319,-0.923268
1.02182,0.0218246,1.2894,0.2894,1.0041,0.00410002,0.920413,-0.0795869,0.0577956,-0.942204
1.0219,0.0218981,1.29184,0.291838,1.00649,0.00649285,0.931775,-0.0682251,0.0649858,-0.935014
1.02197,0.0219724,1.29855,0.298555,1.01451,0.0145109,0.970926,-0.0290741,0.092611,-0.907389
1.02204,0.0220444,1.30157,0.30157,1.0164,0.0163985,0.980212,-0.0197883,0.101522,-0.898478
