riskhater_wealth,riskhater_creturns,naive_wealth,naive_creturns,markowitzsavvy1_wealth,markowitzsavvy1_creturns,markowitzsavvy2_wealth,markowitzsavvy2_creturns,markowitzsavvy3_wealth,markowitzsavvy3_creturns
1.12272,0.122721,3.52825,2.52825,1.59188,0.591884,5.3122,4.3122,4.941e-09,-1
1.1229,0.122899,3.5008,2.5008,1.59125,0.591249,5.29599,4.29599,4.77851e-09,-1
1.12308,0.123076,3.48183,2.48183,1.58773,0.587729,5.22465,4.22465,4.10894e-09,-1
1.12325,0.123251,3.49232,2.49232,1.58849,0.588486,5.23511,4.23511,4.18763e-09,-1
1.12342,0.12342,3.50444,2.50444,1.59807,0.598068,5.41169,4.41169,5.63373e-09,-1
1.1236,0.123596,3.48139,2.48139,1.60734,0.60734,5.58801,4.58801,7.51462e-09,-1
1.12378,0.123778,3.53299,2.53299,1.61395,0.613949,5.71637,4.71637,9.2814e-09,-1
1.12396,0.123957,3.56057,2.56057,1.61805,0.618055,5.79575,4.79575,1.05947e-08,-1
1.12414,0.124136,3.57776,2.57776,1.62323,0.623234,5.89815,4.89815,1.25064e-08,-1
1.12432,0.124317,3.57928,2.57928,1.63494,0.634945,6.13913,5.13913,1.77506e-08,-1
1.1245,0.1245,3.57756,2.57756,1.63139,0.631387,6.05724,5.05724,1.52846e-08,-1
1.12468,0.124682,3.48923,2.48923,1.63552,0.635525,6.14126,5.14126,1.74456e-08,-1
1.12487,0.12487,3.51576,2.51576,1.63764,0.637644,6.18251,5.18251,1.86267e-08,-1
1.12506,0.125057,3.58957,2.58957,1.63713,0.637129,6.16631,5.16631,1.8095e-08,-1
1.12524,0.125242,3.56855,2.56855,1.64343,0.643434,6.29894,5.29894,2.20787e-08,-1
1.12543,0.12543,3.52444,2.52444,1.63662,0.636618,6.14229,5.14229,1.63827e-08,-1
1.12562,0.125617,3.51211,2.51211,1.63381,0.633811,6.07635,5.07635,1.45443e-08,-1
1.12581,0.125806,3.58838,2.58838,1.66425,0.66425,6.72881,5.72881,3.06269e-08,-1
1.126,0.125995,3.57834,2.57834,1.66545,0.665453,6.75163,5.75163,3.165e-08,-1
1.12618,0.126182,3.56861,2.56861,1.66804,0.668038,6.80698,5.80698,3.42761e-08,-1
1.12637,0.126369,3.577,2.577,1.6652,0.665203,6.73447,5.73447,3.04585e-08,-1
1.12656,0.126558,3.58932,2.58932,1.66436,0.66436,6.70927,5.70927,2.92356e-08,-1
1.12674,0.126745,3.5861,2.5861,1.66329,0.663294,6.67902,5.67902,2.78316e-08,-1
1.12693,0.126931,3.6154,2.6154,1.67218,0.672182,6.88044,5.88044,3.64401e-08,-1
1.12711,0.127114,3.61791,2.61791,1.68813,0.688129,7.25424,6.25424,5.67824e-08,-1
1.1273,0.127299,3.5818,2.5818,1.69293,0.692928,7.36783,6.36783,6.58584e-08,-1
1.12748,0.12748,3.59184,2.59184,1.7016,0.701598,7.57973,6.57973,8.52671e-08,-1
1.12766,0.127661,3.61989,2.61989,1.70392,0.703919,7.63354,6.63354,9.13725e-08,-1
1.12784,0.12784,3.61187,2.61187,1.69428,0.69428,7.37917,6.37917,5.98893e-08,-1
1.12802,0.128019,3.64636,2.64636,1.68281,0.682808,7.08596,6.08596,3.53003e-08,-1
1.1282,0.128199,3.65088,2.65088,1.69671,0.696712,7.41774,6.41774,5.22665e-08,-1
1.12838,0.128382,3.62929,2.62929,1.70187,0.70187,7.54216,6.54216,6.12185e-08,-1
1.12857,0.128566,3.58686,2.58686,1.69534,0.695336,7.36898,6.36898,4.66422e-08,-1
1.12875,0.128754,3.58391,2.58391,1.69819,0.69819,7.43503,6.43503,5.08804e-08,-1
1.12894,0.128943,3.61402,2.61402,1.69727,0.697273,7.40574,6.40574,4.87345e-08,-1
1.12913,0.129133,3.62033,2.62033,1.70233,0.702332,7.52801,6.52801,5.69565e-08,-1
1.12932,0.129322,3.66954,2.66954,1.70151,0.701508,7.50084,6.50084,5.47482e-08,-1
1.12951,0.129509,3.65529,2.65529,1.71151,0.71151,7.75041,6.75041,7.34424e-08,-1
1.1297,0.129697,3.64743,2.64743,1.711,0.711004,7.73097,6.73097,7.14304e-08,-1
1.12988,0.129882,3.67382,2.67382,1.71225,0.712254,7.75758,6.75758,7.3855e-08,-1
1.13007,0.130068,3.662,2.662,1.70821,0.708214,7.64543,6.64543,6.2736e-08,-1
1.13025,0.130255,3.71075,2.71075,1.70322,0.703225,7.51012,6.51012,5.1196e-08,-1
1.13044,0.130439,3.69845,2.69845,1.71054,0.71054,7.6907,6.6907,6.38024e-08,-1
1.13062,0.130624,3.68373,2.68373,1.70611,0.706109,7.56954,6.56954,5.33488e-08,-1
1.13081,0.130814,3.65436,2.65436,1.70626,0.706263,7.56739,6.56739,5.31085e-08,-1
1.13101,0.131006,3.61408,2.61408,1.69887,0.698865,7.37041,6.37041,3.87644e-08,-1
1.1312,0.131197,3.59515,2.59515,1.68994,0.68994,7.13921,6.13921,2.61594e-08,-1
1.13139,0.131387,3.62056,2.62056,1.69913,0.69913,7.35882,6.35882,3.44166e-08,-1
1.13158,0.131579,3.625,2.625,1.69449,0.694488,7.23572,6.23572,2.84217e-08,-1
1.13177,0.131774,3.64883,2.64883,1.68782,0.687822,7.06381,6.06381,2.14077e-08,-1
1.13197,0.131965,3.59353,2.59353,1.69322,0.693216,7.18932,6.18932,2.52976e-08,-1
1.13217,0.132165,3.61674,2.61674,1.69366,0.693657,7.19412,6.19412,2.54304e-08,-1
1.13237,0.132366,3.56752,2.56752,1.68842,0.688417,7.05751,6.05751,2.04e-08,-1
1.13256,0.132563,3.51545,2.51545,1.68891,0.688911,7.0636,6.0636,2.05484e-08,-1
1.13277,0.132767,3.50231,2.50231,1.69786,0.697862,7.27739,6.27739,2.6942e-08,-1
1.13297,0.132972,3.49186,2.49186,1.69531,0.695315,7.2067,6.2067,2.41907e-08,-1
1.13317,0.133174,3.47852,2.47852,1.69691,0.696908,7.24019,6.24019,2.53121e-08,-1
1.13338,0.133378,3.4488,2.4488,1.68563,0.685629,6.95095,5.95095,1.48179e-08,-1
1.13358,0.133581,3.4641,2.4641,1.69143,0.691425,7.08527,6.08527,1.77522e-08,-1
1.13378,0.133784,3.51504,2.51504,1.69697,0.696967,7.21543,6.21543,2.10928e-08,-1
1.13399,0.133987,3.53712,2.53712,1.68503,0.685029,6.91111,5.91111,1.18642e-08,-1
1.13419,0.134191,3.58461,2.58461,1.68427,0.684269,6.88671,5.88671,1.14114e-08,-1
1.1344,0.134398,3.59857,2.59857,1.69123,0.691229,7.04822,6.04822,1.41592e-08,-1
1.1346,0.134604,3.68052,2.68052,1.67837,0.678374,6.72673,5.72673,7.4584e-09,-1
1.13481,0.134807,3.60469,2.60469,1.68256,0.682563,6.81949,5.81949,8.50886e-09,-1
1.13501,0.135014,3.60751,2.60751,1.66128,0.661276,6.3053,5.3053,1.86077e-09,-1
1.13522,0.135218,3.69231,2.69231,1.66526,0.665257,6.38856,5.38856,2.1116e-09,-1
1.13542,0.135419,3.73729,2.73729,1.66562,0.665615,6.3911,5.3911,2.11676e-09,-1
1.13562,0.135618,3.77003,2.77003,1.67676,0.676764,6.63581,5.63581,2.9502e-09,-1
1.13582,0.135816,3.72808,2.72808,1.67282,0.672824,6.53907,5.53907,2.50135e-09,-1
1.13601,0.136013,3.67353,2.67353,1.6678,0.667795,6.41877,5.41877,2.02224e-09,-1
1.13621,0.13621,3.68523,2.68523,1.66761,0.667612,6.40925,5.40925,1.988e-09,-1
1.13641,0.136407,3.64164,2.64164,1.67159,0.671593,6.49317,5.49317,2.25348e-09,-1
1.13661,0.136605,3.67488,2.67488,1.66531,0.66531,6.34498,5.34498,1.71875e-09,-1
1.1368,0.136803,3.70156,2.70156,1.66849,0.668495,6.41054,5.41054,1.89931e-09,-1
1.137,0.136999,3.71196,2.71196,1.67347,0.673466,6.51664,5.51664,2.22073e-09,-1
1.13719,0.137192,3.72869,2.72869,1.66569,0.665689,6.33521,5.33521,1.57943e-09,-1
1.13739,0.137385,3.74177,2.74177,1.66094,0.660942,6.22493,5.22493,1.29328e-09,-1
1.13758,0.137581,3.7624,2.7624,1.66413,0.664128,6.28937,5.28937,1.42937e-09,-1
1.13778,0.137777,3.78314,2.78314,1.667,0.667,6.34745,5.34745,1.56333e-09,-1
1.13797,0.137972,3.81148,2.81148,1.65996,0.659959,6.18599,5.18599,1.15046e-09,-1
1.13817,0.138167,3.76326,2.76326,1.68138,0.681379,6.64631,5.64631,2.03217e-09,-1
1.13836,0.138365,3.80213,2.80213,1.69113,0.691127,6.86576,5.86576,2.72157e-09,-1
1.13856,0.138562,3.79617,2.79617,1.69842,0.69842,7.03284,6.03284,3.40089e-09,-1
1.13876,0.138763,3.76881,2.76881,1.697,0.697,6.99239,5.99239,3.19324e-09,-1
1.13897,0.138966,3.78476,2.78476,1.69359,0.693593,6.90387,5.90387,2.77019e-09,-1
1.13917,0.139167,3.79637,2.79637,1.69302,0.693023,6.88434,5.88434,2.68465e-09,-1
1.13937,0.139367,3.83797,2.83797,1.69687,0.69687,6.97,5.97,3.02522e-09,-1
1.13956,0.139562,3.8446,2.8446,1.69926,0.69926,7.02145,6.02145,3.25083e-09,-1
1.13975,0.139754,3.88523,2.88523,1.70879,0.708793,7.24457,6.24457,4.31114e-09,-1
1.13994,0.139944,3.9046,2.9046,1.708,0.708,7.21928,6.21928,4.1493e-09,-1
1.14013,0.140133,3.8777,2.8777,1.7023,0.702299,7.0738,6.0738,3.28079e-09,-1
1.14033,0.140329,3.88188,2.88188,1.70499,0.704987,7.13305,6.13305,3.55915e-09,-1
1.14053,0.140527,3.87894,2.87894,1.70211,0.702107,7.0567,6.0567,3.1601e-09,-1
1.14072,0.140722,3.91439,2.91439,1.70707,0.707074,7.17079,6.17079,3.68221e-09,-1
1.14091,0.140913,3.9184,2.9184,1.70862,0.708619,7.20269,6.20269,3.84539e-09,-1
1.1411,0.141101,3.90674,2.90674,1.70752,0.707517,7.17012,6.17012,3.66027e-09,-1
1.14129,0.141287,3.92538,2.92538,1.70457,0.704572,7.09302,6.09302,3.24921e-09,-1
1.14148,0.141477,3.90715,2.90715,1.71062,0.710625,7.2334,6.2334,3.90714e-09,-1
1.14166,0.141664,3.89678,2.89678,1.70397,0.703971,7.06498,6.06498,2.96364e-09,-1
1.14185,0.141853,3.88976,2.88976,1.69851,0.698505,6.92813,5.92813,2.3674e-09,-1
1.14204,0.142041,3.8906,2.8906,1.69601,0.696007,6.86363,5.86363,2.13658e-09,-1
1.14223,0.14223,3.90156,2.90156,1.69843,0.698426,6.9149,5.9149,2.29781e-09,-1
1.14242,0.142418,3.89474,2.89474,1.69502,0.695022,6.82924,5.82924,2.00093e-09,-1
1.14261,0.14261,3.90405,2.90405,1.69538,0.695382,6.83217,5.83217,2.00664e-09,-1
1.1428,0.1428,3.88228,2.88228,1.69356,0.693559,6.78408,5.78408,1.8579e-09,-1
1.14299,0.142994,3.88636,2.88636,1.68063,0.680634,6.47744,5.47744,9.88714e-10,-1
1.14319,0.143192,3.93306,2.93306,1.67759,0.677594,6.40354,5.40354,8.70641e-10,-1
1.14339,0.143389,3.98558,2.98558,1.68327,0.683266,6.52446,5.52446,1.03893e-09,-1
1.14358,0.143583,4.01135,3.01135,1.67944,0.679443,6.43297,5.43297,8.87014e-10,-1
1.14377,0.143773,4.01407,3.01407,1.68551,0.68551,6.56257,5.56257,1.06987e-09,-1
1.14396,0.143963,4.02488,3.02488,1.68789,0.687892,6.61111,5.61111,1.1498e-09,-1
1.14415,0.144154,4.0651,3.0651,1.69521,0.695208,6.77208,5.77208,1.43668e-09,-1
1.14434,0.144345,4.03445,3.03445,1.68697,0.686971,6.57589,5.57589,1.00534e-09,-1
1.14453,0.144531,4.05336,3.05336,1.69152,0.69152,6.67324,5.67324,1.15718e-09,-1
1.14472,0.144717,4.04728,3.04728,1.69114,0.691135,6.65931,5.65931,1.13054e-09,-1
1.14491,0.144906,4.12448,3.12448,1.69145,0.691455,6.66134,5.66134,1.13236e-09,-1
1.14509,0.145091,4.07395,3.07395,1.68492,0.684923,6.50767,5.50767,8.61548e-10,-1
1.14528,0.145277,4.03649,3.03649,1.68357,0.68357,6.47247,5.47247,8.12252e-10,-1
1.14546,0.145464,4.0041,3.0041,1.67937,0.679371,6.37411,5.37411,6.83834e-10,-1
1.14565,0.145653,4.04189,3.04189,1.68929,0.689288,6.58706,5.58706,9.18267e-10,-1
1.14584,0.145842,4.0224,3.0224,1.68368,0.683676,6.45504,5.45504,7.27133e-10,-1
1.14603,0.146032,3.90744,2.90744,1.67215,0.672152,6.19405,5.19405,4.22982e-10,-1
1.14622,0.146222,3.90932,2.90932,1.6653,0.665304,6.04203,5.04203,3.15302e-10,-1
1.14641,0.146413,3.94671,2.94671,1.67307,0.673071,6.20056,5.20056,4.00094e-10,-1
1.1466,0.1466,3.96863,2.96863,1.66966,0.669662,6.12269,5.12269,3.47715e-10,-1
1.14679,0.146786,3.92344,2.92344,1.6563,0.656299,5.83501,4.83501,1.7889e-10,-1
1.14697,0.146971,4.00205,3.00205,1.67188,0.671875,6.14712,5.14712,2.77178e-10,-1
1.14715,0.147153,3.86167,2.86167,1.66474,0.664742,5.99149,4.99149,2.04517e-10,-1
1.14733,0.147331,3.7744,2.7744,1.67075,0.670752,6.11114,5.11114,2.46245e-10,-1
1.1475,0.147501,3.66631,2.66631,1.65192,0.651916,5.71454,4.71454,8.1709e-11,-1
1.14767,0.14767,3.70269,2.70269,1.66045,0.660447,5.87852,4.87852,1.05685e-10,-1
1.14784,0.147844,3.70266,2.70266,1.63765,0.637654,5.41306,4.41306,1.94965e-11,-1
1.14802,0.148021,3.7991,2.7991,1.64845,0.648447,5.61349,4.61349,2.68942e-11,-1
1.1482,0.148199,3.8169,2.8169,1.65255,0.652551,5.68952,4.68952,3.06031e-11,-1
1.14838,0.148376,3.78951,2.78951,1.6549,0.654901,5.73172,4.73172,3.28939e-11,-1
1.14855,0.14855,3.85864,2.85864,1.66169,0.661693,5.86207,4.86207,4.05391e-11,-1
1.14872,0.148722,3.86785,2.86785,1.66619,0.666187,5.94839,4.94839,4.66183e-11,-1
1.14889,0.148893,3.96478,2.96478,1.66371,0.66371,5.89379,4.89379,4.21568e-11,-1
1.14907,0.149069,3.98675,2.98675,1.6645,0.664503,5.90562,4.90562,4.2967e-11,-1
1.14924,0.149243,4.04562,3.04562,1.67389,0.673887,6.09165,5.09165,5.68221e-11,-1
1.14942,0.149415,4.01202,3.01202,1.67673,0.676731,6.14641,5.14641,6.19932e-11,-1
1.14959,0.149586,4.0378,3.0378,1.67918,0.679176,6.19319,5.19319,6.67562e-11,-1
1.14976,0.149756,3.97057,2.97057,1.67704,0.677041,6.14407,5.14407,6.12247e-11,-1
1.14993,0.149929,4.03926,3.03926,1.68533,0.685326,6.31297,5.31297,7.84397e-11,-1
1.1501,0.1501,4.02111,3.02111,1.68594,0.685944,6.32176,5.32176,7.94535e-11,-1
1.15027,0.150271,4.00275,3.00275,1.68881,0.688811,6.37861,5.37861,8.66858e-11,-1
1.15044,0.150442,3.96221,2.96221,1.68799,0.687994,6.35654,5.35654,8.3484e-11,-1
1.15061,0.150614,3.95791,2.95791,1.68111,0.681114,6.20432,5.20432,6.28213e-11,-1
1.15079,0.150788,3.99325,2.99325,1.68419,0.684187,6.26465,5.26465,6.90137e-11,-1
1.15096,0.150963,3.88092,2.88092,1.67955,0.679551,6.16156,5.16156,5.72383e-11,-1
1.15114,0.151135,3.88564,2.88564,1.67511,0.67511,6.0643,5.0643,4.78724e-11,-1
1.1513,0.151304,3.90116,2.90116,1.674,0.674001,6.03728,5.03728,4.56164e-11,-1
1.15147,0.151471,3.81939,2.81939,1.67159,0.671592,5.98383,4.98383,4.1408e-11,-1
1.15164,0.151638,3.8755,2.8755,1.67151,0.671512,5.97815,4.97815,4.09486e-11,-1
1.1518,0.151804,3.91254,2.91254,1.67887,0.678867,6.12337,5.12337,5.11068e-11,-1
1.15197,0.151968,3.94821,2.94821,1.67889,0.678895,6.11989,5.11989,5.07408e-11,-1
1.15213,0.152132,3.93548,2.93548,1.68512,0.685121,6.24435,5.24435,6.12656e-11,-1
1.1523,0.152297,3.93547,2.93547,1.69267,0.69267,6.39877,5.39877,7.67379e-11,-1
1.15246,0.152462,3.93365,2.93365,1.69292,0.692916,6.39979,5.39979,7.67615e-11,-1
1.15262,0.152625,3.95169,2.95169,1.68827,0.688268,6.29614,5.29614,6.39025e-11,-1
1.15279,0.152789,3.93809,2.93809,1.68557,0.685567,6.23491,5.23491,5.74401e-11,-1
1.15296,0.152955,3.99351,2.99351,1.69179,0.69179,6.36131,5.36131,6.93198e-11,-1
1.15312,0.153123,3.97537,2.97537,1.69544,0.695441,6.43497,5.43497,7.74694e-11,-1
1.15329,0.15329,3.99226,2.99226,1.69227,0.692274,6.36231,5.36231,6.83822e-11,-1
1.15346,0.153459,4.02425,3.02425,1.69961,0.69961,6.51474,5.51474,8.51157e-11,-1
1.15363,0.153627,4.00891,3.00891,1.70074,0.700744,6.535,5.535,8.77194e-11,-1
1.1538,0.153797,4.02578,3.02578,1.7004,0.700405,6.52304,5.52304,8.59499e-11,-1
1.15397,0.153967,4.03057,3.03057,1.69287,0.692871,6.354,5.354,6.29496e-11,-1
1.15414,0.154136,4.04138,3.04138,1.69786,0.697862,6.45614,5.45614,7.32574e-11,-1
1.15431,0.154307,3.99517,2.99517,1.69157,0.691569,6.31532,5.31532,5.67376e-11,-1
1.15448,0.154475,3.97926,2.97926,1.69269,0.692695,6.33488,5.33488,5.84656e-11,-1
1.15465,0.154646,3.9456,2.9456,1.69574,0.695737,6.3953,5.3953,6.41152e-11,-1
1.15482,0.154819,3.99464,2.99464,1.69373,0.693729,6.34759,5.34759,5.91101e-11,-1
1.155,0.154998,3.94874,2.94874,1.6918,0.691804,6.30158,5.30158,5.46172e-11,-1
1.15518,0.155179,3.97646,2.97646,1.69927,0.699266,6.45654,5.45654,6.83592e-11,-1
1.15536,0.155361,3.98344,2.98344,1.70583,0.70583,6.59503,5.59503,8.33507e-11,-1
1.15554,0.155543,3.96308,2.96308,1.71283,0.712834,6.7458,5.7458,1.02842e-10,-1
1.15573,0.155727,3.97402,2.97402,1.71057,0.710573,6.68942,5.68942,9.38407e-11,-1
1.15591,0.15591,3.99662,2.99662,1.71842,0.718425,6.86107,5.86107,1.18492e-10,-1
1.15609,0.156091,4.02426,3.02426,1.71937,0.719371,6.87767,5.87767,1.21271e-10,-1
1.15627,0.156272,4.01128,3.01128,1.72312,0.723119,6.95863,5.95863,1.35785e-10,-1
1.15646,0.156456,4.0305,3.0305,1.73003,0.730028,7.114,6.114,1.66797e-10,-1
1.15664,0.15664,4.03647,3.03647,1.72705,0.727054,7.03824,6.03824,1.48266e-10,-1
1.15683,0.156828,4.0371,3.0371,1.73101,0.731012,7.12598,6.12598,1.67083e-10,-1
1.15702,0.157017,3.99535,2.99535,1.72876,0.728762,7.06687,6.06687,1.52549e-10,-1
1.15721,0.157208,4.0062,3.0062,1.7067,0.706698,6.53914,5.53914,3.49009e-11,-1
1.1574,0.157397,3.99861,2.99861,1.7026,0.702601,6.44326,5.44326,2.95746e-11,-1
1.15759,0.157588,4.00699,3.00699,1.70316,0.703158,6.45035,5.45035,2.98648e-11,-1
1.15778,0.157781,4.0027,3.0027,1.69712,0.697115,6.31252,5.31252,2.32395e-11,-1
1.15797,0.157973,3.97848,2.97848,1.6935,0.693501,6.22954,5.22954,2.00539e-11,-1
1.15817,0.158166,3.9107,2.9107,1.68249,0.682487,5.98956,4.98956,1.20578e-11,-1
1.15836,0.158359,3.92317,2.92317,1.67759,0.677593,5.88376,4.88376,9.84325e-12,-1
1.15856,0.158556,3.91601,2.91601,1.67882,0.67882,5.90398,4.90398,1.01766e-11,-1
1.15875,0.15875,3.94398,2.94398,1.6884,0.688399,6.09478,5.09478,1.35521e-11,-1
1.15894,0.158942,3.9821,2.9821,1.69521,0.695212,6.23243,5.23243,1.66863e-11,-1
1.15914,0.15914,4.0316,3.0316,1.69863,0.698629,6.30049,5.30049,1.85402e-11,-1
1.15933,0.159335,4.05242,3.05242,1.7054,0.705402,6.44123,5.44123,2.27819e-11,-1
1.15953,0.159528,4.0727,3.0727,1.70736,0.707359,6.47895,5.47895,2.4122e-11,-1
1.15973,0.159728,4.07559,3.07559,1.71422,0.714224,6.62548,5.62548,2.97138e-11,-1
1.15993,0.159928,4.03356,3.03356,1.70626,0.70626,6.4404,5.4404,2.10985e-11,-1
1.16013,0.160127,4.04051,3.04051,1.70641,0.706414,6.43843,5.43843,2.09983e-11,-1
1.16033,0.160327,4.09714,3.09714,1.70253,0.702534,6.34773,5.34773,1.79115e-11,-1
1.16053,0.160526,4.10241,3.10241,1.71163,0.711627,6.54007,5.54007,2.34839e-11,-1
1.16072,0.160724,4.09685,3.09685,1.70989,0.709886,6.49596,5.49596,2.18122e-11,-1
1.16092,0.160923,4.12456,3.12456,1.71228,0.712284,6.54369,5.54369,2.34312e-11,-1
1.16112,0.161122,4.17831,3.17831,1.70266,0.702656,6.3237,5.3237,1.5264e-11,-1
1.16132,0.161321,4.19346,3.19346,1.69222,0.692218,6.09259,5.09259,9.48296e-12,-1
1.16151,0.161514,4.18799,3.18799,1.70066,0.700665,6.264,5.264,1.22187e-11,-1
1.16171,0.161708,4.20207,3.20207,1.69522,0.695215,6.1425,5.1425,9.75591e-12,-1
1.1619,0.1619,4.2374,3.2374,1.69966,0.699657,6.23085,5.23085,1.11874e-11,-1
1.16209,0.162089,4.24483,3.24483,1.69734,0.697335,6.17685,5.17685,1.01715e-11,-1
1.16228,0.162278,4.21565,3.21565,1.69927,0.699267,6.21266,5.21266,1.07637e-11,-1
1.16247,0.162469,4.2365,3.2365,1.70246,0.702464,6.27542,5.27542,1.18679e-11,-1
1.16266,0.162658,4.25337,3.25337,1.70211,0.702115,6.26309,5.26309,1.16096e-11,-1
1.16285,0.162847,4.28506,3.28506,1.70296,0.702956,6.27611,5.27611,1.18408e-11,-1
1.16303,0.163035,4.27994,3.27994,1.69896,0.698957,6.18624,5.18624,1.00766e-11,-1
1.16322,0.163224,4.25502,3.25502,1.7039,0.703899,6.28544,5.28544,1.17263e-11,-1
1.16342,0.163415,4.3049,3.3049,1.70522,0.705223,6.30877,5.30877,1.21568e-11,-1
1.16361,0.163608,4.28907,3.28907,1.70251,0.702514,6.24569,5.24569,1.08851e-11,-1
1.1638,0.163803,4.28034,3.28034,1.70608,0.706084,6.31671,5.31671,1.21444e-11,-1
1.164,0.164002,4.30502,3.30502,1.71252,0.712522,6.45033,5.45033,1.4776e-11,-1
1.1642,0.164201,4.31988,3.31988,1.71803,0.71803,6.56582,5.56582,1.7482e-11,-1
1.1644,0.1644,4.17831,3.17831,1.70874,0.708742,6.35365,5.35365,1.1625e-11,-1
1.1646,0.164603,4.18109,3.18109,1.70545,0.70545,6.27671,5.27671,1.01526e-11,-1
1.16481,0.164809,4.21018,3.21018,1.70742,0.707417,6.31373,5.31373,1.07544e-11,-1
1.16501,0.165014,4.23414,3.23414,1.71096,0.710955,6.38491,5.38491,1.1989e-11,-1
1.16522,0.165221,4.29021,3.29021,1.71604,0.716038,6.49066,5.49066,1.40207e-11,-1
1.16543,0.165429,4.28791,3.28791,1.71609,0.716092,6.48624,5.48624,1.38988e-11,-1
1.16564,0.165636,4.23852,3.23852,1.71136,0.711356,6.37565,5.37565,1.14273e-11,-1
1.16584,0.165845,4.18205,3.18205,1.70781,0.707812,6.29254,5.29254,9.86871e-12,-1
1.16605,0.166051,4.19021,3.19021,1.69871,0.69871,6.09069,5.09069,6.58245e-12,-1
